state,date,new_results_reported,total_results_reported,Longitude,Latitude
WA,2/14/2021,293,224876,-120.592492,47.411715
FL,2/14/2021,4852,2336873,-82.420978,28.260731
MD,2/14/2021,1487,730051,-76.687282,38.946466
LA,2/14/2021,470,484530,-91.840238,30.921314
GA,2/14/2021,1056,738099,-83.426574,32.638481
OH,2/14/2021,1098,842387,-82.70936,40.415534
CA,2/14/2021,2809,3480753,-119.662127,37.211164
NY,2/14/2021,7187,1677055,-75.59655,42.921241
FL,2/15/2021,7485,2344358,-82.420978,28.260731
GA,2/15/2021,2177,740276,-83.426574,32.638481
LA,2/15/2021,312,484842,-91.840238,30.921314
MD,2/15/2021,927,730978,-76.687282,38.946466
NY,2/15/2021,6603,1683658,-75.59655,42.921241
OH,2/15/2021,1006,843393,-82.70936,40.415534
WA,2/15/2021,646,225522,-120.592492,47.411715
CA,2/15/2021,2201,3482954,-119.662127,37.211164
CA,2/16/2021,3739,3486693,-119.662127,37.211164
FL,2/16/2021,7255,2351613,-82.420978,28.260731
GA,2/16/2021,2074,742350,-83.426574,32.638481
MD,2/16/2021,2035,733013,-76.687282,38.946466
OH,2/16/2021,1084,844477,-82.70936,40.415534
WA,2/16/2021,1181,226703,-120.592492,47.411715
LA,2/16/2021,350,485192,-91.840238,30.921314
NY,2/16/2021,8101,1691759,-75.59655,42.921241
WA,2/17/2021,987,227690,-120.592492,47.411715
OH,2/17/2021,1377,845854,-82.70936,40.415534
NY,2/17/2021,9215,1700974,-75.59655,42.921241
MD,2/17/2021,2150,735163,-76.687282,38.946466
LA,2/17/2021,606,485798,-91.840238,30.921314
GA,2/17/2021,2053,744403,-83.426574,32.638481
FL,2/17/2021,7205,2358818,-82.420978,28.260731
CA,2/17/2021,6671,3493364,-119.662127,37.211164
LA,2/18/2021,601,486399,-91.840238,30.921314
MD,2/18/2021,1924,737087,-76.687282,38.946466
NY,2/18/2021,8337,1709311,-75.59655,42.921241
OH,2/18/2021,1522,847376,-82.70936,40.415534
WA,2/18/2021,827,228517,-120.592492,47.411715
CA,2/18/2021,6742,3500106,-119.662127,37.211164
FL,2/18/2021,7246,2366064,-82.420978,28.260731
GA,2/18/2021,1972,746375,-83.426574,32.638481
WA,2/19/2021,757,229274,-120.592492,47.411715
OH,2/19/2021,1615,848991,-82.70936,40.415534
NY,2/19/2021,6704,1716015,-75.59655,42.921241
MD,2/19/2021,1667,738754,-76.687282,38.946466
LA,2/19/2021,712,487111,-91.840238,30.921314
GA,2/19/2021,1933,748308,-83.426574,32.638481
FL,2/19/2021,6990,2373054,-82.420978,28.260731
CA,2/19/2021,5904,3506010,-119.662127,37.211164
LA,2/2/2021,1306,475378,-91.840238,30.921314
GA,2/2/2021,3694,708263,-83.426574,32.638481
NY,2/2/2021,7560,1568255,-75.59655,42.921241
OH,2/2/2021,2868,817904,-82.70936,40.415534
WA,2/2/2021,693,219508,-120.592492,47.411715
CA,2/2/2021,18171,3358600,-119.662127,37.211164
FL,2/2/2021,10394,2242649,-82.420978,28.260731
MD,2/2/2021,2631,699035,-76.687282,38.946466
LA,2/20/2021,512,487623,-91.840238,30.921314
OH,2/20/2021,1339,850330,-82.70936,40.415534
WA,2/20/2021,548,229822,-120.592492,47.411715
GA,2/20/2021,1156,749464,-83.426574,32.638481
FL,2/20/2021,6053,2379107,-82.420978,28.260731
CA,2/20/2021,4843,3510853,-119.662127,37.211164
MD,2/20/2021,1249,740003,-76.687282,38.946466
NY,2/20/2021,7014,1723029,-75.59655,42.921241
OH,2/21/2021,845,851175,-82.70936,40.415534
NY,2/21/2021,7252,1730281,-75.59655,42.921241
GA,2/21/2021,873,750337,-83.426574,32.638481
FL,2/21/2021,5019,2384126,-82.420978,28.260731
CA,2/21/2021,3938,3514791,-119.662127,37.211164
WA,2/21/2021,203,230025,-120.592492,47.411715
MD,2/21/2021,1564,741567,-76.687282,38.946466
LA,2/21/2021,505,488128,-91.840238,30.921314
CA,2/22/2021,3511,3518302,-119.662127,37.211164
FL,2/22/2021,6541,2390667,-82.420978,28.260731
GA,2/22/2021,1981,752318,-83.426574,32.638481
LA,2/22/2021,887,489015,-91.840238,30.921314
MD,2/22/2021,1223,742790,-76.687282,38.946466
NY,2/22/2021,6922,1737203,-75.59655,42.921241
OH,2/22/2021,990,852165,-82.70936,40.415534
WA,2/22/2021,692,230717,-120.592492,47.411715
CA,2/23/2021,5595,3523897,-119.662127,37.211164
GA,2/23/2021,1782,754100,-83.426574,32.638481
WA,2/23/2021,871,231588,-120.592492,47.411715
OH,2/23/2021,1564,853729,-82.70936,40.415534
NY,2/23/2021,8826,1746029,-75.59655,42.921241
MD,2/23/2021,1948,744738,-76.687282,38.946466
FL,2/23/2021,7978,2398645,-82.420978,28.260731
LA,2/23/2021,824,489839,-91.840238,30.921314
MD,2/24/2021,1851,746589,-76.687282,38.946466
OH,2/24/2021,1552,855281,-82.70936,40.415534
NY,2/24/2021,8779,1754808,-75.59655,42.921241
CA,2/24/2021,5563,3529460,-119.662127,37.211164
LA,2/24/2021,716,490555,-91.840238,30.921314
FL,2/24/2021,7084,2405729,-82.420978,28.260731
WA,2/24/2021,763,232351,-120.592492,47.411715
GA,2/24/2021,1700,755800,-83.426574,32.638481
WA,2/25/2021,714,233065,-120.592492,47.411715
FL,2/25/2021,6832,2412561,-82.420978,28.260731
CA,2/25/2021,5071,3534531,-119.662127,37.211164
OH,2/25/2021,1460,856741,-82.70936,40.415534
NY,2/25/2021,8973,1763781,-75.59655,42.921241
MD,2/25/2021,1759,748348,-76.687282,38.946466
LA,2/25/2021,802,491357,-91.840238,30.921314
GA,2/25/2021,1713,757513,-83.426574,32.638481
LA,2/26/2021,682,492039,-91.840238,30.921314
WA,2/26/2021,628,233693,-120.592492,47.411715
GA,2/26/2021,1473,758986,-83.426574,32.638481
NY,2/26/2021,8622,1772403,-75.59655,42.921241
MD,2/26/2021,1823,750171,-76.687282,38.946466
CA,2/26/2021,3965,3538496,-119.662127,37.211164
FL,2/26/2021,6769,2419330,-82.420978,28.260731
OH,2/26/2021,1249,857990,-82.70936,40.415534
NY,2/27/2021,7455,1779858,-75.59655,42.921241
OH,2/27/2021,1033,859023,-82.70936,40.415534
WA,2/27/2021,507,234200,-120.592492,47.411715
MD,2/27/2021,1540,751711,-76.687282,38.946466
LA,2/27/2021,466,492505,-91.840238,30.921314
GA,2/27/2021,937,759923,-83.426574,32.638481
CA,2/27/2021,2328,3540824,-119.662127,37.211164
FL,2/27/2021,5631,2424961,-82.420978,28.260731
WA,2/28/2021,293,234493,-120.592492,47.411715
NY,2/28/2021,6589,1786447,-75.59655,42.921241
MD,2/28/2021,1060,752771,-76.687282,38.946466
LA,2/28/2021,391,492896,-91.840238,30.921314
GA,2/28/2021,710,760633,-83.426574,32.638481
FL,2/28/2021,4295,2429256,-82.420978,28.260731
CA,2/28/2021,2164,3542988,-119.662127,37.211164
OH,2/28/2021,714,859737,-82.70936,40.415534
CA,2/3/2021,16860,3375460,-119.662127,37.211164
OH,2/3/2021,3183,821087,-82.70936,40.415534
NY,2/3/2021,10801,1579056,-75.59655,42.921241
MD,2/3/2021,3409,702444,-76.687282,38.946466
LA,2/3/2021,1399,476777,-91.840238,30.921314
GA,2/3/2021,3407,711670,-83.426574,32.638481
FL,2/3/2021,9325,2251974,-82.420978,28.260731
WA,2/3/2021,797,220305,-120.592492,47.411715
WA,2/4/2021,306,220611,-120.592492,47.411715
MD,2/4/2021,3863,706307,-76.687282,38.946466
OH,2/4/2021,2594,823681,-82.70936,40.415534
NY,2/4/2021,11819,1590875,-75.59655,42.921241
LA,2/4/2021,1007,477784,-91.840238,30.921314
GA,2/4/2021,3443,715113,-83.426574,32.638481
FL,2/4/2021,9743,2261717,-82.420978,28.260731
CA,2/4/2021,17065,3392525,-119.662127,37.211164
MD,2/5/2021,3512,709819,-76.687282,38.946466
LA,2/5/2021,733,478517,-91.840238,30.921314
GA,2/5/2021,3097,718210,-83.426574,32.638481
FL,2/5/2021,9105,2270822,-82.420978,28.260731
CA,2/5/2021,16015,3408540,-119.662127,37.211164
OH,2/5/2021,2570,826251,-82.70936,40.415534
WA,2/5/2021,741,221352,-120.592492,47.411715
NY,2/5/2021,12426,1603301,-75.59655,42.921241
WA,2/6/2021,206,221558,-120.592492,47.411715
CA,2/6/2021,12464,3421004,-119.662127,37.211164
FL,2/6/2021,7617,2278439,-82.420978,28.260731
GA,2/6/2021,2054,720264,-83.426574,32.638481
LA,2/6/2021,576,479093,-91.840238,30.921314
MD,2/6/2021,2962,712781,-76.687282,38.946466
NY,2/6/2021,11045,1614346,-75.59655,42.921241
OH,2/6/2021,2009,828260,-82.70936,40.415534
NY,2/7/2021,8776,1623122,-75.59655,42.921241
MD,2/7/2021,2032,714813,-76.687282,38.946466
LA,2/7/2021,373,479466,-91.840238,30.921314
GA,2/7/2021,1391,721655,-83.426574,32.638481
FL,2/7/2021,5909,2284348,-82.420978,28.260731
CA,2/7/2021,9802,3430806,-119.662127,37.211164
WA,2/7/2021,440,221998,-120.592492,47.411715
OH,2/7/2021,1373,829633,-82.70936,40.415534
NY,2/8/2021,7381,1630503,-75.59655,42.921241
LA,2/8/2021,622,480088,-91.840238,30.921314
CA,2/8/2021,8095,3438901,-119.662127,37.211164
FL,2/8/2021,7607,2291955,-82.420978,28.260731
GA,2/8/2021,3179,724834,-83.426574,32.638481
MD,2/8/2021,1808,716621,-76.687282,38.946466
OH,2/8/2021,1657,831290,-82.70936,40.415534
WA,2/8/2021,315,222313,-120.592492,47.411715
FL,2/9/2021,9051,2301006,-82.420978,28.260731
CA,2/9/2021,9373,3448274,-119.662127,37.211164
LA,2/9/2021,669,480757,-91.840238,30.921314
MD,2/9/2021,2645,719266,-76.687282,38.946466
NY,2/9/2021,10789,1641292,-75.59655,42.921241
OH,2/9/2021,2453,833743,-82.70936,40.415534
WA,2/9/2021,604,222917,-120.592492,47.411715
GA,2/9/2021,2846,727680,-83.426574,32.638481
WA,3/1/2020,28,28,-120.592492,47.411715
LA,3/1/2020,1,1,-91.840238,30.921314
NY,3/1/2020,1,1,-75.59655,42.921241
CA,3/1/2020,12,12,-119.662127,37.211164
GA,3/1/2021,1641,762274,-83.426574,32.638481
FL,3/1/2021,5640,2434896,-82.420978,28.260731
LA,3/1/2021,662,493558,-91.840238,30.921314
CA,3/1/2021,2393,3545381,-119.662127,37.211164
NY,3/1/2021,7117,1793564,-75.59655,42.921241
OH,3/1/2021,861,860598,-82.70936,40.415534
WA,3/1/2021,514,235007,-120.592492,47.411715
MD,3/1/2021,1091,753862,-76.687282,38.946466
NY,3/10/2020,110,388,-75.59655,42.921241
OH,3/10/2020,10,16,-82.70936,40.415534
WA,3/10/2020,27,236,-120.592492,47.411715
LA,3/10/2020,14,19,-91.840238,30.921314
GA,3/10/2020,11,31,-83.426574,32.638481
FL,3/10/2020,10,122,-82.420978,28.260731
CA,3/10/2020,49,254,-119.662127,37.211164
FL,3/10/2021,5720,2486013,-82.420978,28.260731
WA,3/10/2021,649,239743,-120.592492,47.411715
OH,3/10/2021,1059,869733,-82.70936,40.415534
NY,3/10/2021,8411,1861433,-75.59655,42.921241
MD,3/10/2021,1792,768181,-76.687282,38.946466
LA,3/10/2021,596,498164,-91.840238,30.921314
GA,3/10/2021,1170,772321,-83.426574,32.638481
CA,3/10/2021,3643,3578100,-119.662127,37.211164
CA,3/11/2020,110,364,-119.662127,37.211164
OH,3/11/2020,4,20,-82.70936,40.415534
GA,3/11/2020,44,75,-83.426574,32.638481
MD,3/11/2020,12,12,-76.687282,38.946466
LA,3/11/2020,4,23,-91.840238,30.921314
NY,3/11/2020,114,502,-75.59655,42.921241
WA,3/11/2020,24,260,-120.592492,47.411715
FL,3/11/2020,53,175,-82.420978,28.260731
GA,3/11/2021,1135,773456,-83.426574,32.638481
FL,3/11/2021,6386,2492399,-82.420978,28.260731
CA,3/11/2021,3365,3581465,-119.662127,37.211164
LA,3/11/2021,545,498709,-91.840238,30.921314
WA,3/11/2021,700,240443,-120.592492,47.411715
OH,3/11/2021,1218,870951,-82.70936,40.415534
NY,3/11/2021,7672,1869105,-75.59655,42.921241
MD,3/11/2021,1734,769915,-76.687282,38.946466
GA,3/12/2020,65,140,-83.426574,32.638481
CA,3/12/2020,139,503,-119.662127,37.211164
NY,3/12/2020,157,659,-75.59655,42.921241
MD,3/12/2020,19,31,-76.687282,38.946466
WA,3/12/2020,36,296,-120.592492,47.411715
FL,3/12/2020,116,291,-82.420978,28.260731
OH,3/12/2020,12,32,-82.70936,40.415534
LA,3/12/2020,14,37,-91.840238,30.921314
GA,3/12/2021,1072,774528,-83.426574,32.638481
LA,3/12/2021,454,499163,-91.840238,30.921314
MD,3/12/2021,1967,771882,-76.687282,38.946466
NY,3/12/2021,7603,1876708,-75.59655,42.921241
OH,3/12/2021,962,871913,-82.70936,40.415534
WA,3/12/2021,639,241082,-120.592492,47.411715
CA,3/12/2021,3326,3584791,-119.662127,37.211164
FL,3/12/2021,6034,2498433,-82.420978,28.260731
WA,3/13/2020,28,324,-120.592492,47.411715
GA,3/13/2020,127,267,-83.426574,32.638481
OH,3/13/2020,12,44,-82.70936,40.415534
NY,3/13/2020,188,847,-75.59655,42.921241
CA,3/13/2020,96,599,-119.662127,37.211164
LA,3/13/2020,49,86,-91.840238,30.921314
FL,3/13/2020,208,499,-82.420978,28.260731
MD,3/13/2020,20,51,-76.687282,38.946466
GA,3/13/2021,689,775217,-83.426574,32.638481
FL,3/13/2021,4904,2503337,-82.420978,28.260731
CA,3/13/2021,2832,3587623,-119.662127,37.211164
WA,3/13/2021,455,241537,-120.592492,47.411715
OH,3/13/2021,864,872777,-82.70936,40.415534
NY,3/13/2021,7139,1883847,-75.59655,42.921241
MD,3/13/2021,1746,773628,-76.687282,38.946466
LA,3/13/2021,334,499497,-91.840238,30.921314
MD,3/14/2020,14,65,-76.687282,38.946466
NY,3/14/2020,323,1170,-75.59655,42.921241
FL,3/14/2020,158,657,-82.420978,28.260731
OH,3/14/2020,19,63,-82.70936,40.415534
WA,3/14/2020,57,381,-120.592492,47.411715
LA,3/14/2020,88,174,-91.840238,30.921314
GA,3/14/2020,79,346,-83.426574,32.638481
CA,3/14/2020,125,724,-119.662127,37.211164
FL,3/14/2021,3251,2506588,-82.420978,28.260731
LA,3/14/2021,275,499772,-91.840238,30.921314
WA,3/14/2021,219,241756,-120.592492,47.411715
MD,3/14/2021,1132,774760,-76.687282,38.946466
NY,3/14/2021,6580,1890427,-75.59655,42.921241
OH,3/14/2021,672,873449,-82.70936,40.415534
CA,3/14/2021,1346,3588969,-119.662127,37.211164
GA,3/14/2021,499,775716,-83.426574,32.638481
GA,3/15/2020,120,466,-83.426574,32.638481
CA,3/15/2020,137,861,-119.662127,37.211164
FL,3/15/2020,181,838,-82.420978,28.260731
OH,3/15/2020,32,95,-82.70936,40.415534
LA,3/15/2020,126,300,-91.840238,30.921314
NY,3/15/2020,307,1477,-75.59655,42.921241
MD,3/15/2020,11,76,-76.687282,38.946466
WA,3/15/2020,21,402,-120.592492,47.411715
WA,3/15/2021,561,242317,-120.592492,47.411715
NY,3/15/2021,7365,1897792,-75.59655,42.921241
MD,3/15/2021,1207,775967,-76.687282,38.946466
LA,3/15/2021,373,500145,-91.840238,30.921314
GA,3/15/2021,1215,776931,-83.426574,32.638481
FL,3/15/2021,5793,2512381,-82.420978,28.260731
CA,3/15/2021,1384,3590353,-119.662127,37.211164
OH,3/15/2021,875,874324,-82.70936,40.415534
MD,3/16/2020,27,103,-76.687282,38.946466
NY,3/16/2020,745,2222,-75.59655,42.921241
WA,3/16/2020,25,427,-120.592492,47.411715
FL,3/16/2020,430,1268,-82.420978,28.260731
CA,3/16/2020,178,1039,-119.662127,37.211164
GA,3/16/2020,217,683,-83.426574,32.638481
LA,3/16/2020,429,729,-91.840238,30.921314
OH,3/16/2020,69,164,-82.70936,40.415534
OH,3/16/2021,1122,875446,-82.70936,40.415534
WA,3/16/2021,567,242884,-120.592492,47.411715
NY,3/16/2021,7732,1905524,-75.59655,42.921241
MD,3/16/2021,1685,777652,-76.687282,38.946466
GA,3/16/2021,1058,777989,-83.426574,32.638481
LA,3/16/2021,281,500426,-91.840238,30.921314
CA,3/16/2021,2799,3593152,-119.662127,37.211164
FL,3/16/2021,5874,2518255,-82.420978,28.260731
CA,3/17/2020,163,1202,-119.662127,37.211164
MD,3/17/2020,59,162,-76.687282,38.946466
GA,3/17/2020,288,971,-83.426574,32.638481
WA,3/17/2020,48,475,-120.592492,47.411715
NY,3/17/2020,1956,4178,-75.59655,42.921241
FL,3/17/2020,631,1899,-82.420978,28.260731
OH,3/17/2020,74,238,-82.70936,40.415534
LA,3/17/2020,381,1110,-91.840238,30.921314
CA,3/17/2021,3380,3596532,-119.662127,37.211164
LA,3/17/2021,222,500648,-91.840238,30.921314
GA,3/17/2021,1062,779051,-83.426574,32.638481
WA,3/17/2021,643,243527,-120.592492,47.411715
OH,3/17/2021,1113,876559,-82.70936,40.415534
NY,3/17/2021,8397,1913921,-75.59655,42.921241
FL,3/17/2021,5789,2524044,-82.420978,28.260731
MD,3/17/2021,1802,779454,-76.687282,38.946466
WA,3/18/2020,62,537,-120.592492,47.411715
GA,3/18/2020,303,1274,-83.426574,32.638481
MD,3/18/2020,47,209,-76.687282,38.946466
OH,3/18/2020,69,307,-82.70936,40.415534
CA,3/18/2020,205,1407,-119.662127,37.211164
LA,3/18/2020,409,1519,-91.840238,30.921314
NY,3/18/2020,2927,7105,-75.59655,42.921241
FL,3/18/2020,807,2706,-82.420978,28.260731
LA,3/18/2021,313,500961,-91.840238,30.921314
GA,3/18/2021,1065,780116,-83.426574,32.638481
CA,3/18/2021,3257,3599789,-119.662127,37.211164
WA,3/18/2021,693,244220,-120.592492,47.411715
OH,3/18/2021,1098,877657,-82.70936,40.415534
NY,3/18/2021,8117,1922038,-75.59655,42.921241
MD,3/18/2021,1928,781382,-76.687282,38.946466
FL,3/18/2021,6034,2530078,-82.420978,28.260731
NY,3/19/2020,2876,9981,-75.59655,42.921241
WA,3/19/2020,63,600,-120.592492,47.411715
CA,3/19/2020,273,1680,-119.662127,37.211164
OH,3/19/2020,47,354,-82.70936,40.415534
LA,3/19/2020,459,1978,-91.840238,30.921314
MD,3/19/2020,47,256,-76.687282,38.946466
GA,3/19/2020,306,1580,-83.426574,32.638481
FL,3/19/2020,1073,3779,-82.420978,28.260731
NY,3/19/2021,7854,1929892,-75.59655,42.921241
FL,3/19/2021,5700,2535778,-82.420978,28.260731
GA,3/19/2021,997,781113,-83.426574,32.638481
LA,3/19/2021,305,501266,-91.840238,30.921314
MD,3/19/2021,2026,783408,-76.687282,38.946466
OH,3/19/2021,1181,878838,-82.70936,40.415534
WA,3/19/2021,638,244858,-120.592492,47.411715
CA,3/19/2021,2912,3602701,-119.662127,37.211164
FL,3/2/2020,6,6,-82.420978,28.260731
CA,3/2/2020,16,28,-119.662127,37.211164
GA,3/2/2020,1,1,-83.426574,32.638481
WA,3/2/2020,18,46,-120.592492,47.411715
NY,3/2/2020,6,7,-75.59655,42.921241
LA,3/2/2020,0,1,-91.840238,30.921314
NY,3/2/2021,7707,1801271,-75.59655,42.921241
LA,3/2/2021,646,494204,-91.840238,30.921314
GA,3/2/2021,1414,763688,-83.426574,32.638481
FL,3/2/2021,6349,2441245,-82.420978,28.260731
CA,3/2/2021,3924,3549305,-119.662127,37.211164
OH,3/2/2021,1150,861748,-82.70936,40.415534
WA,3/2/2021,726,235733,-120.592492,47.411715
MD,3/2/2021,1704,755566,-76.687282,38.946466
MD,3/20/2020,87,343,-76.687282,38.946466
GA,3/20/2020,397,1977,-83.426574,32.638481
LA,3/20/2020,729,2707,-91.840238,30.921314
WA,3/20/2020,136,736,-120.592492,47.411715
OH,3/20/2020,56,410,-82.70936,40.415534
FL,3/20/2020,1290,5069,-82.420978,28.260731
NY,3/20/2020,4729,14710,-75.59655,42.921241
CA,3/20/2020,448,2128,-119.662127,37.211164
FL,3/20/2021,4737,2540515,-82.420978,28.260731
GA,3/20/2021,623,781736,-83.426574,32.638481
LA,3/20/2021,237,501503,-91.840238,30.921314
MD,3/20/2021,1696,785104,-76.687282,38.946466
CA,3/20/2021,3286,3605987,-119.662127,37.211164
NY,3/20/2021,7044,1936936,-75.59655,42.921241
OH,3/20/2021,950,879788,-82.70936,40.415534
WA,3/20/2021,540,245398,-120.592492,47.411715
MD,3/21/2020,111,454,-76.687282,38.946466
OH,3/21/2020,68,478,-82.70936,40.415534
CA,3/21/2020,455,2583,-119.662127,37.211164
NY,3/21/2020,5887,20597,-75.59655,42.921241
GA,3/21/2020,193,2170,-83.426574,32.638481
WA,3/21/2020,210,946,-120.592492,47.411715
LA,3/21/2020,523,3230,-91.840238,30.921314
FL,3/21/2020,918,5987,-82.420978,28.260731
NY,3/21/2021,7146,1944082,-75.59655,42.921241
MD,3/21/2021,988,786092,-76.687282,38.946466
WA,3/21/2021,298,245696,-120.592492,47.411715
LA,3/21/2021,208,501711,-91.840238,30.921314
GA,3/21/2021,564,782300,-83.426574,32.638481
FL,3/21/2021,4210,2544725,-82.420978,28.260731
OH,3/21/2021,699,880487,-82.70936,40.415534
CA,3/21/2021,1825,3607812,-119.662127,37.211164
LA,3/22/2020,686,3916,-91.840238,30.921314
MD,3/22/2020,89,543,-76.687282,38.946466
OH,3/22/2020,130,608,-82.70936,40.415534
CA,3/22/2020,690,3273,-119.662127,37.211164
NY,3/22/2020,5934,26531,-75.59655,42.921241
WA,3/22/2020,241,1187,-120.592492,47.411715
FL,3/22/2020,916,6903,-82.420978,28.260731
GA,3/22/2020,209,2379,-83.426574,32.638481
CA,3/22/2021,1783,3609595,-119.662127,37.211164
WA,3/22/2021,892,246588,-120.592492,47.411715
OH,3/22/2021,739,881226,-82.70936,40.415534
NY,3/22/2021,6792,1950874,-75.59655,42.921241
MD,3/22/2021,1543,787635,-76.687282,38.946466
LA,3/22/2021,342,502053,-91.840238,30.921314
GA,3/22/2021,1143,783443,-83.426574,32.638481
FL,3/22/2021,4905,2549630,-82.420978,28.260731
CA,3/23/2020,532,3805,-119.662127,37.211164
WA,3/23/2020,158,1345,-120.592492,47.411715
LA,3/23/2020,1260,5176,-91.840238,30.921314
MD,3/23/2020,176,719,-76.687282,38.946466
GA,3/23/2020,643,3022,-83.426574,32.638481
FL,3/23/2020,1782,8685,-82.420978,28.260731
NY,3/23/2020,4844,31375,-75.59655,42.921241
OH,3/23/2020,52,660,-82.70936,40.415534
FL,3/23/2021,6187,2555817,-82.420978,28.260731
OH,3/23/2021,1245,882471,-82.70936,40.415534
WA,3/23/2021,918,247506,-120.592492,47.411715
GA,3/23/2021,1077,784520,-83.426574,32.638481
NY,3/23/2021,7899,1958773,-75.59655,42.921241
LA,3/23/2021,286,502339,-91.840238,30.921314
MD,3/23/2021,2301,789936,-76.687282,38.946466
CA,3/23/2021,2726,3612321,-119.662127,37.211164
MD,3/24/2020,208,927,-76.687282,38.946466
OH,3/24/2020,93,753,-82.70936,40.415534
CA,3/24/2020,801,4606,-119.662127,37.211164
NY,3/24/2020,6949,38324,-75.59655,42.921241
FL,3/24/2020,2049,10734,-82.420978,28.260731
GA,3/24/2020,686,3708,-83.426574,32.638481
LA,3/24/2020,1238,6414,-91.840238,30.921314
WA,3/24/2020,207,1552,-120.592492,47.411715
LA,3/24/2021,296,502635,-91.840238,30.921314
MD,3/24/2021,2395,792331,-76.687282,38.946466
NY,3/24/2021,8562,1967335,-75.59655,42.921241
CA,3/24/2021,3078,3615399,-119.662127,37.211164
FL,3/24/2021,6575,2562392,-82.420978,28.260731
WA,3/24/2021,1018,248524,-120.592492,47.411715
GA,3/24/2021,974,785494,-83.426574,32.638481
OH,3/24/2021,1358,883829,-82.70936,40.415534
GA,3/25/2020,684,4392,-83.426574,32.638481
FL,3/25/2020,1684,12418,-82.420978,28.260731
MD,3/25/2020,206,1133,-76.687282,38.946466
OH,3/25/2020,145,898,-82.70936,40.415534
LA,3/25/2020,1190,7604,-91.840238,30.921314
WA,3/25/2020,296,1848,-120.592492,47.411715
CA,3/25/2020,858,5464,-119.662127,37.211164
NY,3/25/2020,7173,45497,-75.59655,42.921241
FL,3/25/2021,5987,2568379,-82.420978,28.260731
MD,3/25/2021,2358,794689,-76.687282,38.946466
GA,3/25/2021,928,786422,-83.426574,32.638481
WA,3/25/2021,939,249463,-120.592492,47.411715
CA,3/25/2021,3115,3618514,-119.662127,37.211164
NY,3/25/2021,8307,1975642,-75.59655,42.921241
OH,3/25/2021,1443,885272,-82.70936,40.415534
LA,3/25/2021,287,502922,-91.840238,30.921314
FL,3/26/2020,1937,14355,-82.420978,28.260731
OH,3/26/2020,264,1162,-82.70936,40.415534
LA,3/26/2020,1268,8872,-91.840238,30.921314
MD,3/26/2020,337,1470,-76.687282,38.946466
WA,3/26/2020,280,2128,-120.592492,47.411715
CA,3/26/2020,1108,6572,-119.662127,37.211164
NY,3/26/2020,8597,54094,-75.59655,42.921241
GA,3/26/2020,613,5005,-83.426574,32.638481
WA,3/26/2021,921,250384,-120.592492,47.411715
FL,3/26/2021,6245,2574624,-82.420978,28.260731
GA,3/26/2021,947,787369,-83.426574,32.638481
LA,3/26/2021,289,503211,-91.840238,30.921314
MD,3/26/2021,2589,797278,-76.687282,38.946466
NY,3/26/2021,10821,1986463,-75.59655,42.921241
OH,3/26/2021,1291,886563,-82.70936,40.415534
CA,3/26/2021,2580,3621094,-119.662127,37.211164
OH,3/27/2020,334,1496,-82.70936,40.415534
FL,3/27/2020,1624,15979,-82.420978,28.260731
CA,3/27/2020,1184,7756,-119.662127,37.211164
LA,3/27/2020,1285,10157,-91.840238,30.921314
GA,3/27/2020,648,5653,-83.426574,32.638481
NY,3/27/2020,8541,62635,-75.59655,42.921241
MD,3/27/2020,363,1833,-76.687282,38.946466
WA,3/27/2020,285,2413,-120.592492,47.411715
WA,3/27/2021,712,251096,-120.592492,47.411715
GA,3/27/2021,618,787987,-83.426574,32.638481
FL,3/27/2021,5157,2579781,-82.420978,28.260731
LA,3/27/2021,211,503422,-91.840238,30.921314
MD,3/27/2021,2299,799577,-76.687282,38.946466
NY,3/27/2021,8589,1995052,-75.59655,42.921241
OH,3/27/2021,1115,887678,-82.70936,40.415534
CA,3/27/2021,2428,3623522,-119.662127,37.211164
OH,3/28/2020,220,1716,-82.70936,40.415534
MD,3/28/2020,366,2199,-76.687282,38.946466
LA,3/28/2020,1209,11366,-91.840238,30.921314
CA,3/28/2020,1215,8971,-119.662127,37.211164
FL,3/28/2020,1376,17355,-82.420978,28.260731
NY,3/28/2020,8434,71069,-75.59655,42.921241
GA,3/28/2020,361,6014,-83.426574,32.638481
WA,3/28/2020,289,2702,-120.592492,47.411715
LA,3/28/2021,187,503609,-91.840238,30.921314
FL,3/28/2021,4617,2584398,-82.420978,28.260731
CA,3/28/2021,1871,3625393,-119.662127,37.211164
OH,3/28/2021,874,888552,-82.70936,40.415534
WA,3/28/2021,406,251502,-120.592492,47.411715
GA,3/28/2021,465,788452,-83.426574,32.638481
NY,3/28/2021,7194,2002246,-75.59655,42.921241
MD,3/28/2021,1470,801047,-76.687282,38.946466
GA,3/29/2020,310,6324,-83.426574,32.638481
NY,3/29/2020,7400,78469,-75.59655,42.921241
CA,3/29/2020,1156,10127,-119.662127,37.211164
WA,3/29/2020,251,2953,-120.592492,47.411715
FL,3/29/2020,1180,18535,-82.420978,28.260731
MD,3/29/2020,219,2418,-76.687282,38.946466
OH,3/29/2020,273,1989,-82.70936,40.415534
LA,3/29/2020,1126,12492,-91.840238,30.921314
CA,3/29/2021,2083,3627476,-119.662127,37.211164
FL,3/29/2021,5428,2589826,-82.420978,28.260731
GA,3/29/2021,759,789211,-83.426574,32.638481
