state,date,new_results_reported,total_results_reported,Longitude,Latitude
CA,7/22/2020,8900,501026,-119.662127,37.211164
GA,7/22/2020,3719,168874,-83.426574,32.638481
OH,7/22/2020,1477,89335,-82.70936,40.415534
LA,7/22/2020,3418,169160,-91.840238,30.921314
MD,7/22/2020,1415,125730,-76.687282,38.946466
FL,7/22/2020,18343,701199,-82.420978,28.260731
WA,7/22/2020,774,53668,-120.592492,47.411715
NY,7/22/2020,821,475496,-75.59655,42.921241
NY,7/23/2020,932,476428,-75.59655,42.921241
WA,7/23/2020,914,54582,-120.592492,47.411715
MD,7/23/2020,1666,127396,-76.687282,38.946466
FL,7/23/2020,17920,719119,-82.420978,28.260731
LA,7/23/2020,3916,173076,-91.840238,30.921314
GA,7/23/2020,3762,172636,-83.426574,32.638481
OH,7/23/2020,1891,91226,-82.70936,40.415534
CA,7/23/2020,10663,511689,-119.662127,37.211164
MD,7/24/2020,1753,129149,-76.687282,38.946466
WA,7/24/2020,685,55267,-120.592492,47.411715
CA,7/24/2020,10997,522686,-119.662127,37.211164
NY,7/24/2020,867,477295,-75.59655,42.921241
OH,7/24/2020,1568,92794,-82.70936,40.415534
FL,7/24/2020,16693,735812,-82.420978,28.260731
LA,7/24/2020,3556,176632,-91.840238,30.921314
GA,7/24/2020,3691,176327,-83.426574,32.638481
FL,7/25/2020,13952,749764,-82.420978,28.260731
MD,7/25/2020,1519,130668,-76.687282,38.946466
OH,7/25/2020,1252,94046,-82.70936,40.415534
GA,7/25/2020,2127,178454,-83.426574,32.638481
CA,7/25/2020,8420,531106,-119.662127,37.211164
WA,7/25/2020,792,56059,-120.592492,47.411715
NY,7/25/2020,757,478052,-75.59655,42.921241
LA,7/25/2020,2623,179255,-91.840238,30.921314
WA,7/26/2020,648,56707,-120.592492,47.411715
NY,7/26/2020,605,478657,-75.59655,42.921241
GA,7/26/2020,1010,179464,-83.426574,32.638481
FL,7/26/2020,10573,760337,-82.420978,28.260731
CA,7/26/2020,8342,539448,-119.662127,37.211164
OH,7/26/2020,1064,95110,-82.70936,40.415534
MD,7/26/2020,1917,132585,-76.687282,38.946466
LA,7/26/2020,1375,180630,-91.840238,30.921314
WA,7/27/2020,615,57322,-120.592492,47.411715
MD,7/27/2020,1338,133923,-76.687282,38.946466
CA,7/27/2020,8286,547734,-119.662127,37.211164
LA,7/27/2020,2607,183237,-91.840238,30.921314
FL,7/27/2020,11399,771736,-82.420978,28.260731
NY,7/27/2020,868,479525,-75.59655,42.921241
OH,7/27/2020,1285,96395,-82.70936,40.415534
GA,7/27/2020,3837,183301,-83.426574,32.638481
LA,7/28/2020,2543,185780,-91.840238,30.921314
CA,7/28/2020,9782,557516,-119.662127,37.211164
FL,7/28/2020,16195,787931,-82.420978,28.260731
WA,7/28/2020,604,57926,-120.592492,47.411715
OH,7/28/2020,1675,98070,-82.70936,40.415534
NY,7/28/2020,890,480415,-75.59655,42.921241
GA,7/28/2020,3402,186703,-83.426574,32.638481
MD,7/28/2020,1360,135283,-76.687282,38.946466
OH,7/29/2020,1403,99473,-82.70936,40.415534
NY,7/29/2020,793,481208,-75.59655,42.921241
CA,7/29/2020,9772,567288,-119.662127,37.211164
MD,7/29/2020,1921,137204,-76.687282,38.946466
WA,7/29/2020,636,58562,-120.592492,47.411715
LA,7/29/2020,2768,188548,-91.840238,30.921314
GA,7/29/2020,3561,190264,-83.426574,32.638481
FL,7/29/2020,14769,802700,-82.420978,28.260731
MD,7/3/2020,869,102493,-76.687282,38.946466
NY,7/3/2020,464,459732,-75.59655,42.921241
CA,7/3/2020,8818,311679,-119.662127,37.211164
FL,7/3/2020,18762,403286,-82.420978,28.260731
WA,7/3/2020,556,40318,-120.592492,47.411715
OH,7/3/2020,1250,62699,-82.70936,40.415534
LA,7/3/2020,2591,115270,-91.840238,30.921314
GA,7/3/2020,2120,102414,-83.426574,32.638481
WA,7/30/2020,905,59467,-120.592492,47.411715
FL,7/30/2020,14661,817361,-82.420978,28.260731
CA,7/30/2020,11404,578692,-119.662127,37.211164
LA,7/30/2020,2954,191502,-91.840238,30.921314
NY,7/30/2020,870,482078,-75.59655,42.921241
MD,7/30/2020,1640,138844,-76.687282,38.946466
GA,7/30/2020,3167,193431,-83.426574,32.638481
OH,7/30/2020,1524,100997,-82.70936,40.415534
WA,7/31/2020,548,60015,-120.592492,47.411715
FL,7/31/2020,13720,831081,-82.420978,28.260731
GA,7/31/2020,2815,196246,-83.426574,32.638481
NY,7/31/2020,822,482900,-75.59655,42.921241
MD,7/31/2020,2098,140942,-76.687282,38.946466
LA,7/31/2020,2418,193920,-91.840238,30.921314
CA,7/31/2020,10218,588910,-119.662127,37.211164
OH,7/31/2020,1401,102398,-82.70936,40.415534
FL,7/4/2020,9163,412449,-82.420978,28.260731
WA,7/4/2020,553,40871,-120.592492,47.411715
MD,7/4/2020,678,103171,-76.687282,38.946466
LA,7/4/2020,1532,116802,-91.840238,30.921314
CA,7/4/2020,7876,319555,-119.662127,37.211164
OH,7/4/2020,814,63513,-82.70936,40.415534
GA,7/4/2020,882,103296,-83.426574,32.638481
NY,7/4/2020,591,460323,-75.59655,42.921241
WA,7/5/2020,511,41382,-120.592492,47.411715
LA,7/5/2020,1499,118301,-91.840238,30.921314
NY,7/5/2020,619,460942,-75.59655,42.921241
CA,7/5/2020,7700,327255,-119.662127,37.211164
OH,7/5/2020,795,64308,-82.70936,40.415534
MD,7/5/2020,583,103754,-76.687282,38.946466
GA,7/5/2020,1171,104467,-83.426574,32.638481
FL,7/5/2020,8748,421197,-82.420978,28.260731
CA,7/6/2020,7830,335085,-119.662127,37.211164
FL,7/6/2020,15687,436884,-82.420978,28.260731
WA,7/6/2020,530,41912,-120.592492,47.411715
NY,7/6/2020,815,461757,-75.59655,42.921241
MD,7/6/2020,655,104409,-76.687282,38.946466
LA,7/6/2020,2969,121270,-91.840238,30.921314
GA,7/6/2020,5315,109782,-83.426574,32.638481
OH,7/6/2020,936,65244,-82.70936,40.415534
GA,7/7/2020,4783,114565,-83.426574,32.638481
FL,7/7/2020,18845,455729,-82.420978,28.260731
MD,7/7/2020,957,105366,-76.687282,38.946466
WA,7/7/2020,603,42515,-120.592492,47.411715
OH,7/7/2020,1402,66646,-82.70936,40.415534
LA,7/7/2020,3261,124531,-91.840238,30.921314
NY,7/7/2020,794,462551,-75.59655,42.921241
CA,7/7/2020,8587,343672,-119.662127,37.211164
GA,7/8/2020,4652,119217,-83.426574,32.638481
NY,7/8/2020,953,463504,-75.59655,42.921241
FL,7/8/2020,19970,475699,-82.420978,28.260731
OH,7/8/2020,1638,68284,-82.70936,40.415534
WA,7/8/2020,642,43157,-120.592492,47.411715
MD,7/8/2020,808,106174,-76.687282,38.946466
CA,7/8/2020,9823,353495,-119.662127,37.211164
LA,7/8/2020,3469,128000,-91.840238,30.921314
CA,7/9/2020,10797,364292,-119.662127,37.211164
LA,7/9/2020,3607,131607,-91.840238,30.921314
WA,7/9/2020,750,43907,-120.592492,47.411715
FL,7/9/2020,19976,495675,-82.420978,28.260731
NY,7/9/2020,988,464492,-75.59655,42.921241
MD,7/9/2020,1074,107248,-76.687282,38.946466
GA,7/9/2020,4354,123571,-83.426574,32.638481
OH,7/9/2020,1733,70017,-82.70936,40.415534
NY,8/1/2020,761,483661,-75.59655,42.921241
CA,8/1/2020,9381,598291,-119.662127,37.211164
OH,8/1/2020,1159,103557,-82.70936,40.415534
MD,8/1/2020,1556,142498,-76.687282,38.946466
WA,8/1/2020,503,60518,-120.592492,47.411715
FL,8/1/2020,8236,839317,-82.420978,28.260731
GA,8/1/2020,1584,197830,-83.426574,32.638481
LA,8/1/2020,1894,195814,-91.840238,30.921314
MD,8/10/2020,1007,154751,-76.687282,38.946466
FL,8/10/2020,11267,925217,-82.420978,28.260731
LA,8/10/2020,1590,211260,-91.840238,30.921314
NY,8/10/2020,809,490401,-75.59655,42.921241
GA,8/10/2020,3206,219724,-83.426574,32.638481
OH,8/10/2020,915,113974,-82.70936,40.415534
WA,8/10/2020,425,65591,-120.592492,47.411715
CA,8/10/2020,6270,671004,-119.662127,37.211164
WA,8/11/2020,486,66077,-120.592492,47.411715
CA,8/11/2020,6259,677263,-119.662127,37.211164
FL,8/11/2020,11151,936368,-82.420978,28.260731
LA,8/11/2020,1750,213010,-91.840238,30.921314
NY,8/11/2020,871,491272,-75.59655,42.921241
GA,8/11/2020,2650,222374,-83.426574,32.638481
OH,8/11/2020,1500,115474,-82.70936,40.415534
MD,8/11/2020,1186,155937,-76.687282,38.946466
MD,8/12/2020,1190,157127,-76.687282,38.946466
LA,8/12/2020,2144,215154,-91.840238,30.921314
WA,8/12/2020,619,66696,-120.592492,47.411715
FL,8/12/2020,10477,946845,-82.420978,28.260731
GA,8/12/2020,2547,224921,-83.426574,32.638481
CA,8/12/2020,7090,684353,-119.662127,37.211164
OH,8/12/2020,1272,116746,-82.70936,40.415534
NY,8/12/2020,867,492139,-75.59655,42.921241
WA,8/13/2020,699,67395,-120.592492,47.411715
MD,8/13/2020,1608,158735,-76.687282,38.946466
OH,8/13/2020,1225,117971,-82.70936,40.415534
LA,8/13/2020,1821,216975,-91.840238,30.921314
CA,8/13/2020,7342,691695,-119.662127,37.211164
NY,8/13/2020,851,492990,-75.59655,42.921241
FL,8/13/2020,8747,955592,-82.420978,28.260731
GA,8/13/2020,2220,227141,-83.426574,32.638481
FL,8/14/2020,8310,963902,-82.420978,28.260731
CA,8/14/2020,6608,698303,-119.662127,37.211164
MD,8/14/2020,1382,160117,-76.687282,38.946466
NY,8/14/2020,786,493776,-75.59655,42.921241
LA,8/14/2020,1512,218487,-91.840238,30.921314
OH,8/14/2020,1179,119150,-82.70936,40.415534
GA,8/14/2020,2282,229423,-83.426574,32.638481
WA,8/14/2020,554,67949,-120.592492,47.411715
NY,8/15/2020,690,494466,-75.59655,42.921241
OH,8/15/2020,812,119962,-82.70936,40.415534
GA,8/15/2020,1200,230623,-83.426574,32.638481
LA,8/15/2020,1335,219822,-91.840238,30.921314
FL,8/15/2020,6291,970193,-82.420978,28.260731
WA,8/15/2020,185,68134,-120.592492,47.411715
CA,8/15/2020,5639,703942,-119.662127,37.211164
MD,8/15/2020,1004,161121,-76.687282,38.946466
LA,8/16/2020,703,220525,-91.840238,30.921314
GA,8/16/2020,1057,231680,-83.426574,32.638481
FL,8/16/2020,4592,974785,-82.420978,28.260731
WA,8/16/2020,291,68425,-120.592492,47.411715
CA,8/16/2020,4223,708165,-119.662127,37.211164
NY,8/16/2020,555,495021,-75.59655,42.921241
MD,8/16/2020,951,162072,-76.687282,38.946466
OH,8/16/2020,704,120666,-82.70936,40.415534
LA,8/17/2020,1352,221877,-91.840238,30.921314
CA,8/17/2020,5744,713909,-119.662127,37.211164
GA,8/17/2020,1928,233608,-83.426574,32.638481
NY,8/17/2020,681,495702,-75.59655,42.921241
WA,8/17/2020,464,68889,-120.592492,47.411715
FL,8/17/2020,7195,981980,-82.420978,28.260731
OH,8/17/2020,690,121356,-82.70936,40.415534
MD,8/17/2020,920,162992,-76.687282,38.946466
WA,8/18/2020,373,69262,-120.592492,47.411715
FL,8/18/2020,8164,990144,-82.420978,28.260731
NY,8/18/2020,719,496421,-75.59655,42.921241
OH,8/18/2020,1065,122421,-82.70936,40.415534
GA,8/18/2020,2232,235840,-83.426574,32.638481
LA,8/18/2020,1507,223384,-91.840238,30.921314
CA,8/18/2020,5711,719620,-119.662127,37.211164
MD,8/18/2020,795,163787,-76.687282,38.946466
NY,8/19/2020,843,497264,-75.59655,42.921241
WA,8/19/2020,517,69779,-120.592492,47.411715
GA,8/19/2020,2270,238110,-83.426574,32.638481
LA,8/19/2020,1714,225098,-91.840238,30.921314
OH,8/19/2020,1217,123638,-82.70936,40.415534
FL,8/19/2020,6629,996773,-82.420978,28.260731
MD,8/19/2020,891,164678,-76.687282,38.946466
CA,8/19/2020,5247,724867,-119.662127,37.211164
OH,8/2/2020,993,104550,-82.70936,40.415534
CA,8/2/2020,7631,605922,-119.662127,37.211164
FL,8/2/2020,4433,843750,-82.420978,28.260731
LA,8/2/2020,1030,196844,-91.840238,30.921314
MD,8/2/2020,1649,144147,-76.687282,38.946466
GA,8/2/2020,760,198590,-83.426574,32.638481
NY,8/2/2020,605,484266,-75.59655,42.921241
WA,8/2/2020,468,60986,-120.592492,47.411715
GA,8/20/2020,2006,240116,-83.426574,32.638481
NY,8/20/2020,742,498006,-75.59655,42.921241
FL,8/20/2020,7212,1003985,-82.420978,28.260731
OH,8/20/2020,1382,125020,-82.70936,40.415534
LA,8/20/2020,1380,226478,-91.840238,30.921314
WA,8/20/2020,490,70269,-120.592492,47.411715
CA,8/20/2020,6489,731356,-119.662127,37.211164
MD,8/20/2020,828,165506,-76.687282,38.946466
FL,8/21/2020,7043,1011028,-82.420978,28.260731
NY,8/21/2020,755,498761,-75.59655,42.921241
OH,8/21/2020,1035,126055,-82.70936,40.415534
GA,8/21/2020,2083,242199,-83.426574,32.638481
WA,8/21/2020,401,70670,-120.592492,47.411715
CA,8/21/2020,6035,737391,-119.662127,37.211164
LA,8/21/2020,1382,227860,-91.840238,30.921314
MD,8/21/2020,761,166267,-76.687282,38.946466
OH,8/22/2020,1004,127059,-82.70936,40.415534
LA,8/22/2020,866,228726,-91.840238,30.921314
WA,8/22/2020,370,71040,-120.592492,47.411715
FL,8/22/2020,4732,1015760,-82.420978,28.260731
GA,8/22/2020,1080,243279,-83.426574,32.638481
NY,8/22/2020,661,499422,-75.59655,42.921241
MD,8/22/2020,1251,167518,-76.687282,38.946466
CA,8/22/2020,5556,742947,-119.662127,37.211164
LA,8/23/2020,533,229259,-91.840238,30.921314
WA,8/23/2020,270,71310,-120.592492,47.411715
MD,8/23/2020,1000,168518,-76.687282,38.946466
NY,8/23/2020,559,499981,-75.59655,42.921241
OH,8/23/2020,902,127961,-82.70936,40.415534
GA,8/23/2020,700,243979,-83.426574,32.638481
CA,8/23/2020,3667,746614,-119.662127,37.211164
FL,8/23/2020,4528,1020288,-82.420978,28.260731
OH,8/24/2020,783,128744,-82.70936,40.415534
GA,8/24/2020,2340,246319,-83.426574,32.638481
WA,8/24/2020,190,71500,-120.592492,47.411715
FL,8/24/2020,4245,1024533,-82.420978,28.260731
LA,8/24/2020,1207,230466,-91.840238,30.921314
CA,8/24/2020,3707,750321,-119.662127,37.211164
MD,8/24/2020,619,169137,-76.687282,38.946466
NY,8/24/2020,608,500589,-75.59655,42.921241
NY,8/25/2020,808,501397,-75.59655,42.921241
FL,8/25/2020,5909,1030442,-82.420978,28.260731
CA,8/25/2020,4612,754933,-119.662127,37.211164
LA,8/25/2020,1212,231678,-91.840238,30.921314
GA,8/25/2020,1926,248245,-83.426574,32.638481
MD,8/25/2020,923,170060,-76.687282,38.946466
WA,8/25/2020,323,71823,-120.592492,47.411715
OH,8/25/2020,1275,130019,-82.70936,40.415534
LA,8/26/2020,1189,232867,-91.840238,30.921314
FL,8/26/2020,5824,1036266,-82.420978,28.260731
MD,8/26/2020,1258,171318,-76.687282,38.946466
GA,8/26/2020,2236,250481,-83.426574,32.638481
OH,8/26/2020,1513,131532,-82.70936,40.415534
WA,8/26/2020,425,72248,-120.592492,47.411715
NY,8/26/2020,938,502335,-75.59655,42.921241
CA,8/26/2020,5427,760360,-119.662127,37.211164
LA,8/27/2020,669,233536,-91.840238,30.921314
WA,8/27/2020,439,72687,-120.592492,47.411715
GA,8/27/2020,1933,252414,-83.426574,32.638481
MD,8/27/2020,1188,172506,-76.687282,38.946466
OH,8/27/2020,1615,133147,-82.70936,40.415534
FL,8/27/2020,5583,1041849,-82.420978,28.260731
CA,8/27/2020,5441,765801,-119.662127,37.211164
NY,8/27/2020,870,503205,-75.59655,42.921241
LA,8/28/2020,977,234513,-91.840238,30.921314
GA,8/28/2020,2127,254541,-83.426574,32.638481
NY,8/28/2020,929,504134,-75.59655,42.921241
WA,8/28/2020,375,73062,-120.592492,47.411715
FL,8/28/2020,5231,1047080,-82.420978,28.260731
MD,8/28/2020,1155,173661,-76.687282,38.946466
OH,8/28/2020,1380,134527,-82.70936,40.415534
CA,8/28/2020,5401,771202,-119.662127,37.211164
OH,8/29/2020,1108,135635,-82.70936,40.415534
CA,8/29/2020,4410,775612,-119.662127,37.211164
WA,8/29/2020,259,73321,-120.592492,47.411715
LA,8/29/2020,847,235360,-91.840238,30.921314
FL,8/29/2020,3889,1050969,-82.420978,28.260731
GA,8/29/2020,1012,255553,-83.426574,32.638481
MD,8/29/2020,878,174539,-76.687282,38.946466
NY,8/29/2020,790,504924,-75.59655,42.921241
MD,8/3/2020,1247,145394,-76.687282,38.946466
GA,8/3/2020,2806,201396,-83.426574,32.638481
WA,8/3/2020,519,61505,-120.592492,47.411715
CA,8/3/2020,7764,613686,-119.662127,37.211164
LA,8/3/2020,2126,198970,-91.840238,30.921314
FL,8/3/2020,8431,852181,-82.420978,28.260731
OH,8/3/2020,923,105473,-82.70936,40.415534
NY,8/3/2020,792,485058,-75.59655,42.921241
MD,8/30/2020,867,175406,-76.687282,38.946466
OH,8/30/2020,964,136599,-82.70936,40.415534
FL,8/30/2020,3383,1054352,-82.420978,28.260731
NY,8/30/2020,699,505623,-75.59655,42.921241
GA,8/30/2020,766,256319,-83.426574,32.638481
WA,8/30/2020,205,73526,-120.592492,47.411715
LA,8/30/2020,548,235908,-91.840238,30.921314
CA,8/30/2020,3564,779176,-119.662127,37.211164
WA,8/31/2020,216,73742,-120.592492,47.411715
FL,8/31/2020,4178,1058530,-82.420978,28.260731
MD,8/31/2020,756,176162,-76.687282,38.946466
CA,8/31/2020,2792,781968,-119.662127,37.211164
NY,8/31/2020,755,506378,-75.59655,42.921241
OH,8/31/2020,856,137455,-82.70936,40.415534
GA,8/31/2020,2018,258337,-83.426574,32.638481
LA,8/31/2020,974,236882,-91.840238,30.921314
WA,8/4/2020,561,62066,-120.592492,47.411715
CA,8/4/2020,8373,622059,-119.662127,37.211164
NY,8/4/2020,781,485839,-75.59655,42.921241
FL,8/4/2020,11029,863210,-82.420978,28.260731
OH,8/4/2020,1363,106836,-82.70936,40.415534
LA,8/4/2020,2344,201314,-91.840238,30.921314
MD,8/4/2020,861,146255,-76.687282,38.946466
GA,8/4/2020,3231,204627,-83.426574,32.638481
LA,8/5/2020,2360,203674,-91.840238,30.921314
OH,8/5/2020,1220,108056,-82.70936,40.415534
WA,8/5/2020,797,62863,-120.592492,47.411715
MD,8/5/2020,1107,147362,-76.687282,38.946466
CA,8/5/2020,8538,630597,-119.662127,37.211164
GA,8/5/2020,3434,208061,-83.426574,32.638481
NY,8/5/2020,902,486741,-75.59655,42.921241
FL,8/5/2020,11838,875048,-82.420978,28.260731
MD,8/6/2020,1726,149088,-76.687282,38.946466
CA,8/6/2020,9732,640329,-119.662127,37.211164
GA,8/6/2020,3128,211189,-83.426574,32.638481
FL,8/6/2020,11596,886644,-82.420978,28.260731
NY,8/6/2020,841,487582,-75.59655,42.921241
WA,8/6/2020,631,63494,-120.592492,47.411715
OH,8/6/2020,1325,109381,-82.70936,40.415534
LA,8/6/2020,2161,205835,-91.840238,30.921314
MD,8/7/2020,1488,150576,-76.687282,38.946466
CA,8/7/2020,9915,650244,-119.662127,37.211164
GA,8/7/2020,2855,214044,-83.426574,32.638481
OH,8/7/2020,1833,111214,-82.70936,40.415534
NY,8/7/2020,665,488247,-75.59655,42.921241
WA,8/7/2020,650,64144,-120.592492,47.411715
FL,8/7/2020,10518,897162,-82.420978,28.260731
LA,8/7/2020,1726,207561,-91.840238,30.921314
LA,8/8/2020,1086,208647,-91.840238,30.921314
CA,8/8/2020,8122,658366,-119.662127,37.211164
NY,8/8/2020,679,488926,-75.59655,42.921241
GA,8/8/2020,1473,215517,-83.426574,32.638481
WA,8/8/2020,544,64688,-120.592492,47.411715
FL,8/8/2020,8996,906158,-82.420978,28.260731
MD,8/8/2020,1682,152258,-76.687282,38.946466
OH,8/8/2020,1037,112251,-82.70936,40.415534
GA,8/9/2020,1001,216518,-83.426574,32.638481
WA,8/9/2020,478,65166,-120.592492,47.411715
MD,8/9/2020,1486,153744,-76.687282,38.946466
NY,8/9/2020,666,489592,-75.59655,42.921241
CA,8/9/2020,6368,664734,-119.662127,37.211164
OH,8/9/2020,808,113059,-82.70936,40.415534
FL,8/9/2020,7792,913950,-82.420978,28.260731
LA,8/9/2020,1023,209670,-91.840238,30.921314
GA,9/1/2020,1514,259851,-83.426574,32.638481
OH,9/1/2020,1179,138634,-82.70936,40.415534
NY,9/1/2020,861,507239,-75.59655,42.921241
MD,9/1/2020,770,176932,-76.687282,38.946466
LA,9/1/2020,1361,238243,-91.840238,30.921314
WA,9/1/2020,237,73979,-120.592492,47.411715
FL,9/1/2020,4765,1063295,-82.420978,28.260731
CA,9/1/2020,4426,786394,-119.662127,37.211164
FL,9/10/2020,4065,1093670,-82.420978,28.260731
NY,9/10/2020,998,515008,-75.59655,42.921241
CA,9/10/2020,4250,819325,-119.662127,37.211164
WA,9/10/2020,353,76484,-120.592492,47.411715
OH,9/10/2020,1555,148650,-82.70936,40.415534
GA,9/10/2020,1779,271095,-83.426574,32.638481
MD,9/10/2020,1380,188174,-76.687282,38.946466
LA,9/10/2020,991,247216,-91.840238,30.921314
NY,9/11/2020,918,515926,-75.59655,42.921241
FL,9/11/2020,3882,1097552,-82.420978,28.260731
MD,9/11/2020,1563,189737,-76.687282,38.946466
GA,9/11/2020,1631,272726,-83.426574,32.638481
CA,9/11/2020,3986,823311,-119.662127,37.211164
WA,9/11/2020,255,76739,-120.592492,47.411715
OH,9/11/2020,1080,149730,-82.70936,40.415534
LA,9/11/2020,959,248175,-91.840238,30.921314
LA,9/12/2020,744,248919,-91.840238,30.921314
CA,9/12/2020,3538,826849,-119.662127,37.211164
GA,9/12/2020,779,273505,-83.426574,32.638481
NY,9/12/2020,864,516790,-75.59655,42.921241
MD,9/12/2020,1236,190973,-76.687282,38.946466
OH,9/12/2020,1094,150824,-82.70936,40.415534
FL,9/12/2020,3293,1100845,-82.420978,28.260731
WA,9/12/2020,234,76973,-120.592492,47.411715
OH,9/13/2020,973,151797,-82.70936,40.415534
WA,9/13/2020,191,77164,-120.592492,47.411715
MD,9/13/2020,1091,192064,-76.687282,38.946466
FL,9/13/2020,1905,1102750,-82.420978,28.260731
NY,9/13/2020,706,517496,-75.59655,42.921241
GA,9/13/2020,577,274082,-83.426574,32.638481
LA,9/13/2020,498,249417,-91.840238,30.921314
CA,9/13/2020,2236,829085,-119.662127,37.211164
GA,9/14/2020,1769,275851,-83.426574,32.638481
NY,9/14/2020,813,518309,-75.59655,42.921241
CA,9/14/2020,2238,831323,-119.662127,37.211164
OH,9/14/2020,717,152514,-82.70936,40.415534
LA,9/14/2020,882,250299,-91.840238,30.921314
FL,9/14/2020,2956,1105706,-82.420978,28.260731
WA,9/14/2020,211,77375,-120.592492,47.411715
MD,9/14/2020,976,193040,-76.687282,38.946466
MD,9/15/2020,1230,194270,-76.687282,38.946466
NY,9/15/2020,867,519176,-75.59655,42.921241
FL,9/15/2020,3640,1109346,-82.420978,28.260731
CA,9/15/2020,3660,834983,-119.662127,37.211164
OH,9/15/2020,860,153374,-82.70936,40.415534
WA,9/15/2020,268,77643,-120.592492,47.411715
LA,9/15/2020,880,251179,-91.840238,30.921314
GA,9/15/2020,1484,277335,-83.426574,32.638481
GA,9/16/2020,1277,278612,-83.426574,32.638481
WA,9/16/2020,359,78002,-120.592492,47.411715
MD,9/16/2020,1718,195988,-76.687282,38.946466
LA,9/16/2020,989,252168,-91.840238,30.921314
FL,9/16/2020,4156,1113502,-82.420978,28.260731
OH,9/16/2020,1306,154680,-82.70936,40.415534
CA,9/16/2020,4144,839127,-119.662127,37.211164
NY,9/16/2020,1091,520267,-75.59655,42.921241
MD,9/17/2020,1259,197247,-76.687282,38.946466
CA,9/17/2020,3817,842944,-119.662127,37.211164
GA,9/17/2020,1135,279747,-83.426574,32.638481
WA,9/17/2020,301,78303,-120.592492,47.411715
NY,9/17/2020,1069,521336,-75.59655,42.921241
LA,9/17/2020,1000,253168,-91.840238,30.921314
FL,9/17/2020,3653,1117155,-82.420978,28.260731
OH,9/17/2020,1004,155684,-82.70936,40.415534
GA,9/18/2020,1349,281096,-83.426574,32.638481
WA,9/18/2020,213,78516,-120.592492,47.411715
CA,9/18/2020,4102,847046,-119.662127,37.211164
LA,9/18/2020,937,254105,-91.840238,30.921314
NY,9/18/2020,979,522315,-75.59655,42.921241
OH,9/18/2020,1006,156690,-82.70936,40.415534
MD,9/18/2020,1284,198531,-76.687282,38.946466
FL,9/18/2020,3361,1120516,-82.420978,28.260731
NY,9/19/2020,796,523111,-75.59655,42.921241
CA,9/19/2020,3542,850588,-119.662127,37.211164
MD,9/19/2020,992,199523,-76.687282,38.946466
GA,9/19/2020,750,281846,-83.426574,32.638481
OH,9/19/2020,934,157624,-82.70936,40.415534
WA,9/19/2020,262,78778,-120.592492,47.411715
FL,9/19/2020,2673,1123189,-82.420978,28.260731
LA,9/19/2020,514,254619,-91.840238,30.921314
MD,9/2/2020,1053,177985,-76.687282,38.946466
FL,9/2/2020,4666,1067961,-82.420978,28.260731
NY,9/2/2020,972,508211,-75.59655,42.921241
LA,9/2/2020,1274,239517,-91.840238,30.921314
WA,9/2/2020,321,74300,-120.592492,47.411715
CA,9/2/2020,4484,790878,-119.662127,37.211164
OH,9/2/2020,1584,140218,-82.70936,40.415534
GA,9/2/2020,1230,261081,-83.426574,32.638481
MD,9/20/2020,672,200195,-76.687282,38.946466
OH,9/20/2020,725,158349,-82.70936,40.415534
FL,9/20/2020,1859,1125048,-82.420978,28.260731
LA,9/20/2020,441,255060,-91.840238,30.921314
CA,9/20/2020,2982,853570,-119.662127,37.211164
GA,9/20/2020,405,282251,-83.426574,32.638481
NY,9/20/2020,683,523794,-75.59655,42.921241
WA,9/20/2020,292,79070,-120.592492,47.411715
WA,9/21/2020,226,79296,-120.592492,47.411715
GA,9/21/2020,1483,283734,-83.426574,32.638481
NY,9/21/2020,714,524508,-75.59655,42.921241
OH,9/21/2020,622,158971,-82.70936,40.415534
MD,9/21/2020,585,200780,-76.687282,38.946466
CA,9/21/2020,2307,855877,-119.662127,37.211164
FL,9/21/2020,2355,1127403,-82.420978,28.260731
LA,9/21/2020,818,255878,-91.840238,30.921314
CA,9/22/2020,3474,859351,-119.662127,37.211164
WA,9/22/2020,327,79623,-120.592492,47.411715
NY,9/22/2020,892,525400,-75.59655,42.921241
MD,9/22/2020,948,201728,-76.687282,38.946466
GA,9/22/2020,1244,284978,-83.426574,32.638481
LA,9/22/2020,950,256828,-91.840238,30.921314
FL,9/22/2020,3539,1130942,-82.420978,28.260731
OH,9/22/2020,736,159707,-82.70936,40.415534
LA,9/23/2020,1030,257858,-91.840238,30.921314
WA,9/23/2020,378,80001,-120.592492,47.411715
FL,9/23/2020,3460,1134402,-82.420978,28.260731
MD,9/23/2020,1078,202806,-76.687282,38.946466
NY,9/23/2020,1267,526667,-75.59655,42.921241
CA,9/23/2020,3674,863025,-119.662127,37.211164
GA,9/23/2020,1345,286323,-83.426574,32.638481
OH,9/23/2020,1001,160708,-82.70936,40.415534
NY,9/24/2020,1188,527855,-75.59655,42.921241
MD,9/24/2020,1295,204101,-76.687282,38.946466
CA,9/24/2020,3471,866496,-119.662127,37.211164
WA,9/24/2020,383,80384,-120.592492,47.411715
FL,9/24/2020,3463,1137865,-82.420978,28.260731
GA,9/24/2020,1197,287520,-83.426574,32.638481
LA,9/24/2020,1004,258862,-91.840238,30.921314
OH,9/24/2020,1246,161954,-82.70936,40.415534
LA,9/25/2020,862,259724,-91.840238,30.921314
MD,9/25/2020,1134,205235,-76.687282,38.946466
WA,9/25/2020,438,80822,-120.592492,47.411715
