state,date,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,Longitude,Latitude
LA,3/13/2020,,,-91.840238,30.921314
MD,3/13/2020,,,-76.687282,38.946466
OH,3/13/2020,,,-82.70936,40.415534
WA,3/13/2020,,,-120.592492,47.411715
CA,3/12/2020,,,-119.662127,37.211164
FL,3/12/2020,,,-82.420978,28.260731
GA,3/12/2020,,,-83.426574,32.638481
LA,3/12/2020,,,-91.840238,30.921314
MD,3/12/2020,,,-76.687282,38.946466
OH,3/12/2020,,,-82.70936,40.415534
WA,3/12/2020,,,-120.592492,47.411715
CA,3/11/2020,,,-119.662127,37.211164
GA,3/11/2020,,,-83.426574,32.638481
LA,3/11/2020,,,-91.840238,30.921314
MD,3/11/2020,,,-76.687282,38.946466
OH,3/11/2020,,,-82.70936,40.415534
WA,3/11/2020,,,-120.592492,47.411715
CA,3/10/2020,,,-119.662127,37.211164
GA,3/10/2020,,,-83.426574,32.638481
LA,3/10/2020,,,-91.840238,30.921314
MD,3/10/2020,,,-76.687282,38.946466
OH,3/10/2020,,,-82.70936,40.415534
WA,3/10/2020,,,-120.592492,47.411715
CA,3/9/2020,,,-119.662127,37.211164
GA,3/9/2020,,,-83.426574,32.638481
LA,3/9/2020,,,-91.840238,30.921314
MD,3/9/2020,,,-76.687282,38.946466
OH,3/9/2020,,,-82.70936,40.415534
WA,3/9/2020,,,-120.592492,47.411715
CA,3/8/2020,,,-119.662127,37.211164
GA,3/8/2020,,,-83.426574,32.638481
LA,3/8/2020,,,-91.840238,30.921314
MD,3/8/2020,,,-76.687282,38.946466
OH,3/8/2020,,,-82.70936,40.415534
WA,3/8/2020,,,-120.592492,47.411715
CA,3/7/2020,,,-119.662127,37.211164
GA,3/7/2020,,,-83.426574,32.638481
LA,3/7/2020,,,-91.840238,30.921314
MD,3/7/2020,,,-76.687282,38.946466
OH,3/7/2020,,,-82.70936,40.415534
WA,3/7/2020,,,-120.592492,47.411715
CA,3/6/2020,,,-119.662127,37.211164
GA,3/6/2020,,,-83.426574,32.638481
LA,3/6/2020,,,-91.840238,30.921314
MD,3/6/2020,,,-76.687282,38.946466
OH,3/6/2020,,,-82.70936,40.415534
WA,3/6/2020,,,-120.592492,47.411715
CA,3/5/2020,,,-119.662127,37.211164
GA,3/5/2020,,,-83.426574,32.638481
LA,3/5/2020,,,-91.840238,30.921314
MD,3/5/2020,,,-76.687282,38.946466
OH,3/5/2020,,,-82.70936,40.415534
WA,3/5/2020,,,-120.592492,47.411715
CA,3/4/2020,,,-119.662127,37.211164
GA,3/4/2020,,,-83.426574,32.638481
LA,3/4/2020,,,-91.840238,30.921314
MD,3/4/2020,,,-76.687282,38.946466
OH,3/4/2020,,,-82.70936,40.415534
WA,3/4/2020,,,-120.592492,47.411715
CA,3/3/2020,,,-119.662127,37.211164
GA,3/3/2020,,,-83.426574,32.638481
CA,4/10/2021,282.0,4.0,-119.662127,37.211164
FL,4/10/2021,514.0,4.0,-82.420978,28.260731
GA,4/10/2021,307.0,9.0,-83.426574,32.638481
LA,4/10/2021,42.0,3.0,-91.840238,30.921314
MD,4/10/2021,172.0,4.0,-76.687282,38.946466
NY,4/10/2021,492.0,11.0,-75.59655,42.921241
OH,4/10/2021,195.0,5.0,-82.70936,40.415534
WA,4/10/2021,79.0,0.0,-120.592492,47.411715
CA,4/9/2021,282.0,4.0,-119.662127,37.211164
FL,4/9/2021,514.0,4.0,-82.420978,28.260731
GA,4/9/2021,307.0,9.0,-83.426574,32.638481
LA,4/9/2021,42.0,3.0,-91.840238,30.921314
MD,4/9/2021,172.0,4.0,-76.687282,38.946466
NY,4/9/2021,492.0,11.0,-75.59655,42.921241
OH,4/9/2021,195.0,5.0,-82.70936,40.415534
WA,4/9/2021,79.0,0.0,-120.592492,47.411715
CA,4/8/2021,248.0,5.0,-119.662127,37.211164
FL,4/8/2021,509.0,11.0,-82.420978,28.260731
GA,4/8/2021,210.0,6.0,-83.426574,32.638481
LA,4/8/2021,35.0,1.0,-91.840238,30.921314
MD,4/8/2021,165.0,3.0,-76.687282,38.946466
NY,4/8/2021,514.0,6.0,-75.59655,42.921241
OH,4/8/2021,205.0,4.0,-82.70936,40.415534
WA,4/8/2021,72.0,0.0,-120.592492,47.411715
CA,4/7/2021,276.0,3.0,-119.662127,37.211164
FL,4/7/2021,509.0,10.0,-82.420978,28.260731
GA,4/7/2021,211.0,4.0,-83.426574,32.638481
LA,4/7/2021,50.0,1.0,-91.840238,30.921314
MD,4/7/2021,185.0,2.0,-76.687282,38.946466
NY,4/7/2021,540.0,15.0,-75.59655,42.921241
OH,4/7/2021,214.0,4.0,-82.70936,40.415534
WA,4/7/2021,50.0,0.0,-120.592492,47.411715
CA,4/6/2021,281.0,7.0,-119.662127,37.211164
FL,4/6/2021,523.0,14.0,-82.420978,28.260731
GA,4/6/2021,194.0,4.0,-83.426574,32.638481
LA,4/6/2021,51.0,1.0,-91.840238,30.921314
MD,4/6/2021,180.0,2.0,-76.687282,38.946466
NY,4/6/2021,568.0,11.0,-75.59655,42.921241
OH,4/6/2021,208.0,7.0,-82.70936,40.415534
WA,4/6/2021,44.0,1.0,-120.592492,47.411715
CA,4/5/2021,218.0,6.0,-119.662127,37.211164
FL,4/5/2021,424.0,12.0,-82.420978,28.260731
GA,4/5/2021,149.0,7.0,-83.426574,32.638481
LA,4/5/2021,38.0,2.0,-91.840238,30.921314
MD,4/5/2021,119.0,3.0,-76.687282,38.946466
NY,4/5/2021,484.0,9.0,-75.59655,42.921241
OH,4/5/2021,194.0,9.0,-82.70936,40.415534
WA,4/5/2021,54.0,0.0,-120.592492,47.411715
CA,4/4/2021,197.0,6.0,-119.662127,37.211164
FL,4/4/2021,420.0,9.0,-82.420978,28.260731
GA,4/4/2021,149.0,10.0,-83.426574,32.638481
LA,4/4/2021,35.0,2.0,-91.840238,30.921314
MD,4/4/2021,138.0,4.0,-76.687282,38.946466
NY,4/4/2021,489.0,9.0,-75.59655,42.921241
OH,4/4/2021,173.0,4.0,-82.70936,40.415534
WA,4/4/2021,191.0,0.0,-120.592492,47.411715
CA,4/3/2021,277.0,14.0,-119.662127,37.211164
FL,4/3/2021,476.0,16.0,-82.420978,28.260731
GA,4/3/2021,199.0,8.0,-83.426574,32.638481
LA,4/3/2021,34.0,1.0,-91.840238,30.921314
MD,4/3/2021,190.0,3.0,-76.687282,38.946466
NY,4/3/2021,490.0,7.0,-75.59655,42.921241
OH,4/3/2021,179.0,2.0,-82.70936,40.415534
WA,4/3/2021,58.0,0.0,-120.592492,47.411715
CA,4/2/2021,262.0,8.0,-119.662127,37.211164
FL,4/2/2021,461.0,15.0,-82.420978,28.260731
GA,4/2/2021,177.0,8.0,-83.426574,32.638481
LA,4/2/2021,55.0,1.0,-91.840238,30.921314
MD,4/2/2021,155.0,2.0,-76.687282,38.946466
NY,4/2/2021,551.0,4.0,-75.59655,42.921241
OH,4/2/2021,183.0,5.0,-82.70936,40.415534
WA,4/2/2021,52.0,0.0,-120.592492,47.411715
CA,4/1/2021,311.0,6.0,-119.662127,37.211164
FL,4/1/2021,454.0,15.0,-82.420978,28.260731
GA,4/1/2021,180.0,8.0,-83.426574,32.638481
LA,4/1/2021,53.0,1.0,-91.840238,30.921314
MD,4/1/2021,170.0,2.0,-76.687282,38.946466
NY,4/1/2021,543.0,16.0,-75.59655,42.921241
OH,4/1/2021,185.0,4.0,-82.70936,40.415534
WA,4/1/2021,44.0,0.0,-120.592492,47.411715
CA,3/31/2021,282.0,4.0,-119.662127,37.211164
FL,3/31/2021,483.0,6.0,-82.420978,28.260731
GA,3/31/2021,187.0,11.0,-83.426574,32.638481
LA,3/31/2021,51.0,1.0,-91.840238,30.921314
MD,3/31/2021,118.0,1.0,-76.687282,38.946466
NY,3/31/2021,573.0,11.0,-75.59655,42.921241
OH,3/31/2021,175.0,6.0,-82.70936,40.415534
WA,3/31/2021,51.0,0.0,-120.592492,47.411715
CA,3/30/2021,303.0,5.0,-119.662127,37.211164
FL,3/30/2021,504.0,10.0,-82.420978,28.260731
GA,3/30/2021,198.0,14.0,-83.426574,32.638481
LA,3/30/2021,55.0,2.0,-91.840238,30.921314
MD,3/30/2021,141.0,3.0,-76.687282,38.946466
NY,3/30/2021,573.0,7.0,-75.59655,42.921241
OH,3/30/2021,168.0,5.0,-82.70936,40.415534
WA,3/30/2021,62.0,0.0,-120.592492,47.411715
CA,3/29/2021,283.0,4.0,-119.662127,37.211164
FL,3/29/2021,414.0,7.0,-82.420978,28.260731
GA,3/29/2021,157.0,13.0,-83.426574,32.638481
LA,3/29/2021,41.0,1.0,-91.840238,30.921314
MD,3/29/2021,114.0,1.0,-76.687282,38.946466
NY,3/29/2021,480.0,9.0,-75.59655,42.921241
OH,3/29/2021,159.0,4.0,-82.70936,40.415534
WA,3/29/2021,45.0,1.0,-120.592492,47.411715
CA,3/28/2021,240.0,8.0,-119.662127,37.211164
FL,3/28/2021,447.0,10.0,-82.420978,28.260731
GA,3/28/2021,187.0,13.0,-83.426574,32.638481
LA,3/28/2021,45.0,2.0,-91.840238,30.921314
MD,3/28/2021,119.0,2.0,-76.687282,38.946466
NY,3/28/2021,493.0,12.0,-75.59655,42.921241
OH,3/28/2021,132.0,10.0,-82.70936,40.415534
CA,12/31/2020,2273.0,19.0,-119.662127,37.211164
FL,12/31/2020,1094.0,23.0,-82.420978,28.260731
GA,12/31/2020,767.0,17.0,-83.426574,32.638481
LA,12/31/2020,261.0,4.0,-91.840238,30.921314
MD,12/31/2020,229.0,0.0,-76.687282,38.946466
NY,12/31/2020,1095.0,5.0,-75.59655,42.921241
OH,12/31/2020,607.0,9.0,-82.70936,40.415534
WA,12/31/2020,107.0,0.0,-120.592492,47.411715
CA,12/30/2020,2359.0,31.0,-119.662127,37.211164
FL,12/30/2020,1052.0,19.0,-82.420978,28.260731
GA,12/30/2020,822.0,15.0,-83.426574,32.638481
LA,12/30/2020,256.0,2.0,-91.840238,30.921314
MD,12/30/2020,239.0,1.0,-76.687282,38.946466
NY,12/30/2020,1114.0,19.0,-75.59655,42.921241
OH,12/30/2020,646.0,11.0,-82.70936,40.415534
WA,12/30/2020,88.0,2.0,-120.592492,47.411715
CA,12/29/2020,2262.0,17.0,-119.662127,37.211164
FL,12/29/2020,1081.0,18.0,-82.420978,28.260731
GA,12/29/2020,703.0,12.0,-83.426574,32.638481
LA,12/29/2020,244.0,4.0,-91.840238,30.921314
MD,12/29/2020,246.0,1.0,-76.687282,38.946466
NY,12/29/2020,1076.0,7.0,-75.59655,42.921241
OH,12/29/2020,637.0,8.0,-82.70936,40.415534
WA,12/29/2020,103.0,1.0,-120.592492,47.411715
CA,12/28/2020,2216.0,27.0,-119.662127,37.211164
FL,12/28/2020,856.0,15.0,-82.420978,28.260731
GA,12/28/2020,671.0,12.0,-83.426574,32.638481
LA,12/28/2020,219.0,3.0,-91.840238,30.921314
MD,12/28/2020,176.0,0.0,-76.687282,38.946466
NY,12/28/2020,850.0,13.0,-75.59655,42.921241
OH,12/28/2020,577.0,5.0,-82.70936,40.415534
WA,12/28/2020,92.0,0.0,-120.592492,47.411715
CA,12/27/2020,2287.0,29.0,-119.662127,37.211164
FL,12/27/2020,910.0,9.0,-82.420978,28.260731
GA,12/27/2020,678.0,15.0,-83.426574,32.638481
LA,12/27/2020,229.0,2.0,-91.840238,30.921314
MD,12/27/2020,218.0,1.0,-76.687282,38.946466
NY,12/27/2020,1001.0,10.0,-75.59655,42.921241
OH,12/27/2020,547.0,8.0,-82.70936,40.415534
WA,12/27/2020,114.0,0.0,-120.592492,47.411715
CA,12/26/2020,2095.0,18.0,-119.662127,37.211164
FL,12/26/2020,787.0,11.0,-82.420978,28.260731
GA,12/26/2020,632.0,14.0,-83.426574,32.638481
LA,12/26/2020,140.0,2.0,-91.840238,30.921314
MD,12/26/2020,189.0,0.0,-76.687282,38.946466
NY,12/26/2020,935.0,6.0,-75.59655,42.921241
OH,12/26/2020,426.0,7.0,-82.70936,40.415534
WA,12/26/2020,118.0,1.0,-120.592492,47.411715
CA,12/25/2020,2148.0,18.0,-119.662127,37.211164
FL,12/25/2020,849.0,6.0,-82.420978,28.260731
GA,12/25/2020,674.0,13.0,-83.426574,32.638481
LA,12/25/2020,196.0,2.0,-91.840238,30.921314
MD,12/25/2020,215.0,2.0,-76.687282,38.946466
NY,12/25/2020,998.0,9.0,-75.59655,42.921241
OH,12/25/2020,551.0,4.0,-82.70936,40.415534
WA,12/25/2020,79.0,1.0,-120.592492,47.411715
CA,12/24/2020,2264.0,14.0,-119.662127,37.211164
FL,12/24/2020,943.0,12.0,-82.420978,28.260731
GA,12/24/2020,687.0,12.0,-83.426574,32.638481
LA,12/24/2020,216.0,1.0,-91.840238,30.921314
MD,12/24/2020,210.0,1.0,-76.687282,38.946466
NY,12/24/2020,997.0,3.0,-75.59655,42.921241
OH,12/24/2020,595.0,6.0,-82.70936,40.415534
WA,12/24/2020,130.0,2.0,-120.592492,47.411715
CA,12/23/2020,2399.0,23.0,-119.662127,37.211164
FL,12/23/2020,880.0,10.0,-82.420978,28.260731
GA,12/23/2020,737.0,16.0,-83.426574,32.638481
LA,12/23/2020,200.0,3.0,-91.840238,30.921314
MD,12/23/2020,269.0,1.0,-76.687282,38.946466
NY,12/23/2020,1045.0,11.0,-75.59655,42.921241
OH,12/23/2020,633.0,6.0,-82.70936,40.415534
WA,12/23/2020,122.0,0.0,-120.592492,47.411715
CA,12/22/2020,2358.0,23.0,-119.662127,37.211164
FL,12/22/2020,922.0,8.0,-82.420978,28.260731
GA,12/22/2020,678.0,20.0,-83.426574,32.638481
LA,12/22/2020,232.0,5.0,-91.840238,30.921314
MD,12/22/2020,277.0,1.0,-76.687282,38.946466
NY,12/22/2020,1047.0,6.0,-75.59655,42.921241
OH,12/22/2020,754.0,5.0,-82.70936,40.415534
WA,12/22/2020,107.0,0.0,-120.592492,47.411715
CA,12/21/2020,2100.0,17.0,-119.662127,37.211164
FL,12/21/2020,811.0,4.0,-82.420978,28.260731
GA,12/21/2020,584.0,22.0,-83.426574,32.638481
LA,12/21/2020,181.0,4.0,-91.840238,30.921314
MD,12/21/2020,208.0,0.0,-76.687282,38.946466
NY,12/21/2020,814.0,7.0,-75.59655,42.921241
OH,12/21/2020,608.0,8.0,-82.70936,40.415534
WA,12/21/2020,92.0,0.0,-120.592492,47.411715
CA,12/20/2020,2070.0,29.0,-119.662127,37.211164
FL,12/20/2020,748.0,9.0,-82.420978,28.260731
GA,12/20/2020,534.0,17.0,-83.426574,32.638481
LA,12/20/2020,191.0,1.0,-91.840238,30.921314
MD,12/20/2020,196.0,2.0,-76.687282,38.946466
NY,12/20/2020,846.0,11.0,-75.59655,42.921241
OH,12/20/2020,532.0,8.0,-82.70936,40.415534
WA,12/20/2020,98.0,2.0,-120.592492,47.411715
CA,12/19/2020,2193.0,24.0,-119.662127,37.211164
FL,12/19/2020,756.0,6.0,-82.420978,28.260731
GA,12/19/2020,500.0,17.0,-83.426574,32.638481
LA,12/19/2020,224.0,3.0,-91.840238,30.921314
MD,12/19/2020,234.0,1.0,-76.687282,38.946466
NY,12/19/2020,990.0,11.0,-75.59655,42.921241
OH,12/19/2020,697.0,6.0,-82.70936,40.415534
WA,12/19/2020,108.0,0.0,-120.592492,47.411715
CA,12/18/2020,2341.0,27.0,-119.662127,37.211164
FL,12/18/2020,852.0,9.0,-82.420978,28.260731
GA,12/18/2020,530.0,16.0,-83.426574,32.638481
LA,12/18/2020,191.0,2.0,-91.840238,30.921314
MD,12/18/2020,229.0,4.0,-76.687282,38.946466
NY,12/18/2020,874.0,11.0,-75.59655,42.921241
OH,12/18/2020,714.0,10.0,-82.70936,40.415534
WA,12/18/2020,93.0,1.0,-120.592492,47.411715
CA,12/17/2020,2259.0,25.0,-119.662127,37.211164
FL,12/17/2020,819.0,11.0,-82.420978,28.260731
GA,12/17/2020,556.0,19.0,-83.426574,32.638481
LA,12/17/2020,169.0,4.0,-91.840238,30.921314
MD,12/17/2020,191.0,3.0,-76.687282,38.946466
NY,12/17/2020,823.0,7.0,-75.59655,42.921241
OH,12/17/2020,701.0,7.0,-82.70936,40.415534
WA,12/17/2020,96.0,1.0,-120.592492,47.411715
CA,12/16/2020,2115.0,23.0,-119.662127,37.211164
FL,12/16/2020,871.0,10.0,-82.420978,28.260731
GA,12/16/2020,465.0,15.0,-83.426574,32.638481
LA,12/16/2020,214.0,5.0,-91.840238,30.921314
MD,12/16/2020,241.0,1.0,-76.687282,38.946466
NY,12/16/2020,932.0,8.0,-75.59655,42.921241
OH,12/16/2020,698.0,6.0,-82.70936,40.415534
WA,12/16/2020,107.0,1.0,-120.592492,47.411715
CA,12/15/2020,2143.0,26.0,-119.662127,37.211164
FL,12/15/2020,847.0,8.0,-82.420978,28.260731
GA,12/15/2020,586.0,12.0,-83.426574,32.638481
LA,12/15/2020,198.0,8.0,-91.840238,30.921314
MD,12/15/2020,239.0,1.0,-76.687282,38.946466
NY,12/15/2020,862.0,14.0,-75.59655,42.921241
OH,12/15/2020,776.0,10.0,-82.70936,40.415534
WA,12/15/2020,124.0,1.0,-120.592492,47.411715
CA,12/14/2020,1861.0,18.0,-119.662127,37.211164
FL,12/14/2020,741.0,11.0,-82.420978,28.260731
GA,12/14/2020,450.0,9.0,-83.426574,32.638481
LA,12/14/2020,180.0,2.0,-91.840238,30.921314
MD,12/14/2020,224.0,0.0,-76.687282,38.946466
NY,12/14/2020,758.0,8.0,-75.59655,42.921241
OH,12/14/2020,653.0,10.0,-82.70936,40.415534
WA,12/14/2020,87.0,0.0,-120.592492,47.411715
CA,12/13/2020,1827.0,21.0,-119.662127,37.211164
FL,12/13/2020,693.0,11.0,-82.420978,28.260731
GA,12/13/2020,375.0,11.0,-83.426574,32.638481
LA,12/13/2020,176.0,3.0,-91.840238,30.921314
MD,12/13/2020,217.0,0.0,-76.687282,38.946466
NY,12/13/2020,790.0,6.0,-75.59655,42.921241
OH,12/13/2020,623.0,19.0,-82.70936,40.415534
WA,12/13/2020,92.0,0.0,-120.592492,47.411715
CA,12/12/2020,1931.0,35.0,-119.662127,37.211164
FL,12/12/2020,753.0,12.0,-82.420978,28.260731
GA,12/12/2020,479.0,13.0,-83.426574,32.638481
LA,12/12/2020,175.0,6.0,-91.840238,30.921314
MD,12/12/2020,191.0,0.0,-76.687282,38.946466
NY,12/12/2020,886.0,10.0,-75.59655,42.921241
OH,12/12/2020,716.0,13.0,-82.70936,40.415534
WA,12/12/2020,92.0,1.0,-120.592492,47.411715
CA,12/11/2020,1864.0,27.0,-119.662127,37.211164
FL,12/11/2020,739.0,12.0,-82.420978,28.260731
GA,12/11/2020,533.0,19.0,-83.426574,32.638481
LA,12/11/2020,214.0,5.0,-91.840238,30.921314
MD,12/11/2020,217.0,1.0,-76.687282,38.946466
NY,12/11/2020,858.0,7.0,-75.59655,42.921241
OH,12/11/2020,745.0,13.0,-82.70936,40.415534
WA,12/11/2020,101.0,4.0,-120.592492,47.411715
CA,12/10/2020,1753.0,17.0,-119.662127,37.211164
FL,12/10/2020,717.0,13.0,-82.420978,28.260731
GA,12/10/2020,521.0,14.0,-83.426574,32.638481
LA,12/10/2020,220.0,2.0,-91.840238,30.921314
MD,12/10/2020,240.0,3.0,-76.687282,38.946466
NY,12/10/2020,881.0,10.0,-75.59655,42.921241
OH,12/10/2020,748.0,13.0,-82.70936,40.415534
WA,12/10/2020,88.0,1.0,-120.592492,47.411715
CA,12/9/2020,1679.0,21.0,-119.662127,37.211164
FL,12/9/2020,682.0,12.0,-82.420978,28.260731
GA,12/9/2020,502.0,11.0,-83.426574,32.638481
LA,12/9/2020,198.0,6.0,-91.840238,30.921314
MD,12/9/2020,239.0,1.0,-76.687282,38.946466
NY,12/9/2020,875.0,13.0,-75.59655,42.921241
OH,12/9/2020,744.0,12.0,-82.70936,40.415534
WA,12/9/2020,94.0,0.0,-120.592492,47.411715
CA,12/8/2020,1549.0,13.0,-119.662127,37.211164
FL,12/8/2020,731.0,15.0,-82.420978,28.260731
GA,12/8/2020,501.0,13.0,-83.426574,32.638481
LA,12/8/2020,226.0,4.0,-91.840238,30.921314
MD,12/8/2020,241.0,2.0,-76.687282,38.946466
NY,12/8/2020,745.0,14.0,-75.59655,42.921241
OH,12/8/2020,766.0,10.0,-82.70936,40.415534
WA,12/8/2020,118.0,0.0,-120.592492,47.411715
CA,12/7/2020,1411.0,17.0,-119.662127,37.211164
FL,12/7/2020,606.0,17.0,-82.420978,28.260731
GA,12/7/2020,434.0,10.0,-83.426574,32.638481
LA,12/7/2020,189.0,3.0,-91.840238,30.921314
MD,12/7/2020,207.0,0.0,-76.687282,38.946466
NY,12/7/2020,601.0,6.0,-75.59655,42.921241
OH,12/7/2020,659.0,10.0,-82.70936,40.415534
WA,12/7/2020,101.0,0.0,-120.592492,47.411715
CA,12/6/2020,1365.0,10.0,-119.662127,37.211164
FL,12/6/2020,575.0,15.0,-82.420978,28.260731
GA,12/6/2020,410.0,9.0,-83.426574,32.638481
LA,12/6/2020,184.0,3.0,-91.840238,30.921314
MD,12/6/2020,201.0,0.0,-76.687282,38.946466
NY,12/6/2020,669.0,9.0,-75.59655,42.921241
OH,12/6/2020,631.0,10.0,-82.70936,40.415534
WA,12/6/2020,104.0,0.0,-120.592492,47.411715
CA,12/5/2020,1456.0,14.0,-119.662127,37.211164
FL,12/5/2020,703.0,14.0,-82.420978,28.260731
GA,12/5/2020,479.0,10.0,-83.426574,32.638481
LA,12/5/2020,218.0,3.0,-91.840238,30.921314
MD,12/5/2020,232.0,2.0,-76.687282,38.946466
NY,12/5/2020,739.0,8.0,-75.59655,42.921241
OH,12/5/2020,679.0,12.0,-82.70936,40.415534
WA,12/5/2020,99.0,0.0,-120.592492,47.411715
CA,12/4/2020,1374.0,19.0,-119.662127,37.211164
FL,12/4/2020,725.0,10.0,-82.420978,28.260731
GA,12/4/2020,456.0,14.0,-83.426574,32.638481
LA,12/4/2020,202.0,3.0,-91.840238,30.921314
MD,12/4/2020,230.0,3.0,-76.687282,38.946466
NY,12/4/2020,742.0,9.0,-75.59655,42.921241
OH,12/4/2020,737.0,8.0,-82.70936,40.415534
WA,12/4/2020,122.0,0.0,-120.592492,47.411715
CA,12/3/2020,1308.0,21.0,-119.662127,37.211164
FL,12/3/2020,656.0,8.0,-82.420978,28.260731
GA,12/3/2020,472.0,13.0,-83.426574,32.638481
LA,12/3/2020,217.0,4.0,-91.840238,30.921314
MD,12/3/2020,254.0,0.0,-76.687282,38.946466
NY,12/3/2020,670.0,7.0,-75.59655,42.921241
OH,12/3/2020,716.0,8.0,-82.70936,40.415534
WA,12/3/2020,106.0,1.0,-120.592492,47.411715
CA,12/2/2020,1217.0,13.0,-119.662127,37.211164
FL,12/2/2020,619.0,6.0,-82.420978,28.260731
GA,12/2/2020,436.0,13.0,-83.426574,32.638481
LA,12/2/2020,179.0,4.0,-91.840238,30.921314
MD,12/2/2020,218.0,2.0,-76.687282,38.946466
NY,12/2/2020,730.0,4.0,-75.59655,42.921241
OH,12/2/2020,750.0,12.0,-82.70936,40.415534
WA,12/2/2020,96.0,0.0,-120.592492,47.411715
CA,12/1/2020,1203.0,16.0,-119.662127,37.211164
FL,12/1/2020,723.0,15.0,-82.420978,28.260731
GA,12/1/2020,440.0,17.0,-83.426574,32.638481
LA,12/1/2020,181.0,2.0,-91.840238,30.921314
MD,12/1/2020,226.0,1.0,-76.687282,38.946466
NY,12/1/2020,603.0,6.0,-75.59655,42.921241
OH,12/1/2020,860.0,10.0,-82.70936,40.415534
WA,12/1/2020,106.0,0.0,-120.592492,47.411715
CA,11/30/2020,1110.0,17.0,-119.662127,37.211164
FL,11/30/2020,551.0,11.0,-82.420978,28.260731
GA,11/30/2020,371.0,10.0,-83.426574,32.638481
LA,11/30/2020,174.0,3.0,-91.840238,30.921314
MD,11/30/2020,193.0,2.0,-76.687282,38.946466
NY,11/30/2020,509.0,12.0,-75.59655,42.921241
OH,11/30/2020,639.0,4.0,-82.70936,40.415534
WA,11/30/2020,86.0,0.0,-120.592492,47.411715
CA,11/29/2020,1131.0,12.0,-119.662127,37.211164
FL,11/29/2020,610.0,9.0,-82.420978,28.260731
GA,11/29/2020,429.0,10.0,-83.426574,32.638481
LA,11/29/2020,173.0,4.0,-91.840238,30.921314
MD,11/29/2020,196.0,1.0,-76.687282,38.946466
NY,11/29/2020,563.0,6.0,-75.59655,42.921241
OH,11/29/2020,671.0,9.0,-82.70936,40.415534
WA,11/29/2020,91.0,0.0,-120.592492,47.411715
CA,11/28/2020,1159.0,8.0,-119.662127,37.211164
FL,11/28/2020,685.0,13.0,-82.420978,28.260731
GA,11/28/2020,400.0,8.0,-83.426574,32.638481
LA,11/28/2020,170.0,3.0,-91.840238,30.921314
MD,11/28/2020,239.0,1.0,-76.687282,38.946466
NY,11/28/2020,620.0,5.0,-75.59655,42.921241
OH,11/28/2020,680.0,7.0,-82.70936,40.415534
WA,11/28/2020,99.0,1.0,-120.592492,47.411715
CA,11/27/2020,961.0,12.0,-119.662127,37.211164
FL,11/27/2020,496.0,9.0,-82.420978,28.260731
GA,11/27/2020,344.0,8.0,-83.426574,32.638481
LA,11/27/2020,167.0,4.0,-91.840238,30.921314
MD,11/27/2020,192.0,1.0,-76.687282,38.946466
NY,11/27/2020,535.0,5.0,-75.59655,42.921241
OH,11/27/2020,586.0,7.0,-82.70936,40.415534
WA,11/27/2020,89.0,1.0,-120.592492,47.411715
CA,11/26/2020,1055.0,6.0,-119.662127,37.211164
FL,11/26/2020,579.0,8.0,-82.420978,28.260731
GA,11/26/2020,363.0,11.0,-83.426574,32.638481
LA,11/26/2020,172.0,2.0,-91.840238,30.921314
MD,11/26/2020,208.0,0.0,-76.687282,38.946466
NY,11/26/2020,563.0,4.0,-75.59655,42.921241
OH,11/26/2020,619.0,7.0,-82.70936,40.415534
WA,11/26/2020,103.0,0.0,-120.592492,47.411715
CA,11/25/2020,1003.0,11.0,-119.662127,37.211164
FL,11/25/2020,590.0,7.0,-82.420978,28.260731
GA,11/25/2020,374.0,10.0,-83.426574,32.638481
LA,11/25/2020,174.0,1.0,-91.840238,30.921314
MD,11/25/2020,220.0,1.0,-76.687282,38.946466
NY,11/25/2020,571.0,7.0,-75.59655,42.921241
OH,11/25/2020,686.0,8.0,-82.70936,40.415534
WA,11/25/2020,101.0,0.0,-120.592492,47.411715
CA,11/24/2020,995.0,9.0,-119.662127,37.211164
FL,11/24/2020,585.0,9.0,-82.420978,28.260731
GA,11/24/2020,439.0,9.0,-83.426574,32.638481
LA,11/24/2020,181.0,3.0,-91.840238,30.921314
MD,11/24/2020,227.0,3.0,-76.687282,38.946466
NY,11/24/2020,578.0,2.0,-75.59655,42.921241
OH,11/24/2020,750.0,5.0,-82.70936,40.415534
WA,11/24/2020,124.0,0.0,-120.592492,47.411715
CA,11/23/2020,826.0,12.0,-119.662127,37.211164
FL,11/23/2020,517.0,7.0,-82.420978,28.260731
GA,11/23/2020,298.0,8.0,-83.426574,32.638481
LA,11/23/2020,130.0,2.0,-91.840238,30.921314
MD,11/23/2020,184.0,0.0,-76.687282,38.946466
NY,11/23/2020,472.0,4.0,-75.59655,42.921241
OH,11/23/2020,596.0,8.0,-82.70936,40.415534
WA,11/23/2020,84.0,0.0,-120.592492,47.411715
CA,11/22/2020,797.0,14.0,-119.662127,37.211164
FL,11/22/2020,547.0,4.0,-82.420978,28.260731
GA,11/22/2020,357.0,7.0,-83.426574,32.638481
LA,11/22/2020,140.0,2.0,-91.840238,30.921314
MD,11/22/2020,195.0,1.0,-76.687282,38.946466
NY,11/22/2020,454.0,8.0,-75.59655,42.921241
OH,11/22/2020,630.0,2.0,-82.70936,40.415534
