state,date,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,Longitude,Latitude
LA,3/20/2021,53.0,1.0,-91.840238,30.921314
MD,3/20/2021,106.0,2.0,-76.687282,38.946466
NY,3/20/2021,524.0,7.0,-75.59655,42.921241
OH,3/20/2021,128.0,5.0,-82.70936,40.415534
WA,3/20/2021,38.0,0.0,-120.592492,47.411715
CA,3/19/2021,326.0,9.0,-119.662127,37.211164
FL,3/19/2021,469.0,10.0,-82.420978,28.260731
GA,3/19/2021,254.0,13.0,-83.426574,32.638481
LA,3/19/2021,47.0,3.0,-91.840238,30.921314
MD,3/19/2021,118.0,2.0,-76.687282,38.946466
NY,3/19/2021,560.0,11.0,-75.59655,42.921241
OH,3/19/2021,162.0,3.0,-82.70936,40.415534
WA,3/19/2021,45.0,0.0,-120.592492,47.411715
CA,3/18/2021,329.0,9.0,-119.662127,37.211164
FL,3/18/2021,493.0,8.0,-82.420978,28.260731
GA,3/18/2021,212.0,11.0,-83.426574,32.638481
LA,3/18/2021,36.0,1.0,-91.840238,30.921314
MD,3/18/2021,112.0,1.0,-76.687282,38.946466
NY,3/18/2021,594.0,12.0,-75.59655,42.921241
OH,3/18/2021,156.0,2.0,-82.70936,40.415534
WA,3/18/2021,45.0,2.0,-120.592492,47.411715
CA,3/17/2021,386.0,13.0,-119.662127,37.211164
FL,3/17/2021,493.0,7.0,-82.420978,28.260731
GA,3/17/2021,218.0,17.0,-83.426574,32.638481
LA,3/17/2021,48.0,1.0,-91.840238,30.921314
MD,3/17/2021,100.0,1.0,-76.687282,38.946466
NY,3/17/2021,547.0,8.0,-75.59655,42.921241
OH,3/17/2021,155.0,5.0,-82.70936,40.415534
WA,3/17/2021,36.0,1.0,-120.592492,47.411715
CA,3/16/2021,361.0,9.0,-119.662127,37.211164
FL,3/16/2021,491.0,9.0,-82.420978,28.260731
GA,3/16/2021,202.0,10.0,-83.426574,32.638481
LA,3/16/2021,49.0,2.0,-91.840238,30.921314
MD,3/16/2021,115.0,1.0,-76.687282,38.946466
NY,3/16/2021,525.0,11.0,-75.59655,42.921241
OH,3/16/2021,139.0,4.0,-82.70936,40.415534
WA,3/16/2021,36.0,0.0,-120.592492,47.411715
CA,3/15/2021,308.0,4.0,-119.662127,37.211164
FL,3/15/2021,408.0,6.0,-82.420978,28.260731
GA,3/15/2021,190.0,13.0,-83.426574,32.638481
LA,3/15/2021,47.0,2.0,-91.840238,30.921314
MD,3/15/2021,103.0,1.0,-76.687282,38.946466
NY,3/15/2021,496.0,8.0,-75.59655,42.921241
OH,3/15/2021,140.0,4.0,-82.70936,40.415534
WA,3/15/2021,53.0,0.0,-120.592492,47.411715
CA,3/14/2021,355.0,4.0,-119.662127,37.211164
FL,3/14/2021,384.0,12.0,-82.420978,28.260731
GA,3/14/2021,180.0,9.0,-83.426574,32.638481
LA,3/14/2021,37.0,2.0,-91.840238,30.921314
MD,3/14/2021,96.0,1.0,-76.687282,38.946466
NY,3/14/2021,443.0,10.0,-75.59655,42.921241
OH,3/14/2021,101.0,6.0,-82.70936,40.415534
WA,3/14/2021,33.0,1.0,-120.592492,47.411715
CA,3/13/2021,377.0,7.0,-119.662127,37.211164
FL,3/13/2021,417.0,13.0,-82.420978,28.260731
GA,3/13/2021,219.0,13.0,-83.426574,32.638481
LA,3/13/2021,48.0,4.0,-91.840238,30.921314
MD,3/13/2021,108.0,1.0,-76.687282,38.946466
NY,3/13/2021,511.0,12.0,-75.59655,42.921241
OH,3/13/2021,137.0,4.0,-82.70936,40.415534
WA,3/13/2021,45.0,0.0,-120.592492,47.411715
CA,3/12/2021,409.0,11.0,-119.662127,37.211164
FL,3/12/2021,486.0,13.0,-82.420978,28.260731
GA,3/12/2021,256.0,14.0,-83.426574,32.638481
LA,3/12/2021,53.0,2.0,-91.840238,30.921314
MD,3/12/2021,117.0,1.0,-76.687282,38.946466
NY,3/12/2021,580.0,16.0,-75.59655,42.921241
OH,3/12/2021,172.0,8.0,-82.70936,40.415534
WA,3/12/2021,35.0,0.0,-120.592492,47.411715
CA,3/11/2021,371.0,3.0,-119.662127,37.211164
FL,3/11/2021,458.0,7.0,-82.420978,28.260731
GA,3/11/2021,241.0,14.0,-83.426574,32.638481
LA,3/11/2021,62.0,5.0,-91.840238,30.921314
MD,3/11/2021,107.0,1.0,-76.687282,38.946466
NY,3/11/2021,544.0,10.0,-75.59655,42.921241
OH,3/11/2021,155.0,5.0,-82.70936,40.415534
WA,3/11/2021,39.0,0.0,-120.592492,47.411715
CA,3/10/2021,363.0,14.0,-119.662127,37.211164
FL,3/10/2021,516.0,14.0,-82.420978,28.260731
GA,3/10/2021,259.0,15.0,-83.426574,32.638481
LA,3/10/2021,66.0,5.0,-91.840238,30.921314
MD,3/10/2021,113.0,0.0,-76.687282,38.946466
NY,3/10/2021,572.0,12.0,-75.59655,42.921241
OH,3/10/2021,184.0,6.0,-82.70936,40.415534
WA,3/10/2021,48.0,0.0,-120.592492,47.411715
CA,3/9/2021,382.0,9.0,-119.662127,37.211164
FL,3/9/2021,548.0,10.0,-82.420978,28.260731
GA,3/9/2021,266.0,18.0,-83.426574,32.638481
LA,3/9/2021,67.0,4.0,-91.840238,30.921314
MD,3/9/2021,95.0,0.0,-76.687282,38.946466
NY,3/9/2021,522.0,9.0,-75.59655,42.921241
OH,3/9/2021,158.0,7.0,-82.70936,40.415534
WA,3/9/2021,41.0,0.0,-120.592492,47.411715
CA,3/8/2021,335.0,6.0,-119.662127,37.211164
FL,3/8/2021,459.0,8.0,-82.420978,28.260731
GA,3/8/2021,180.0,15.0,-83.426574,32.638481
LA,3/8/2021,48.0,2.0,-91.840238,30.921314
MD,3/8/2021,78.0,1.0,-76.687282,38.946466
NY,3/8/2021,470.0,9.0,-75.59655,42.921241
OH,3/8/2021,124.0,5.0,-82.70936,40.415534
WA,3/8/2021,36.0,0.0,-120.592492,47.411715
CA,3/7/2021,341.0,7.0,-119.662127,37.211164
FL,3/7/2021,454.0,8.0,-82.420978,28.260731
GA,3/7/2021,217.0,16.0,-83.426574,32.638481
LA,3/7/2021,47.0,1.0,-91.840238,30.921314
MD,3/7/2021,100.0,0.0,-76.687282,38.946466
NY,3/7/2021,469.0,7.0,-75.59655,42.921241
OH,3/7/2021,129.0,5.0,-82.70936,40.415534
WA,3/7/2021,32.0,0.0,-120.592492,47.411715
CA,3/6/2021,448.0,7.0,-119.662127,37.211164
FL,3/6/2021,533.0,13.0,-82.420978,28.260731
GA,3/6/2021,229.0,14.0,-83.426574,32.638481
LA,3/6/2021,70.0,1.0,-91.840238,30.921314
MD,3/6/2021,99.0,1.0,-76.687282,38.946466
NY,3/6/2021,511.0,7.0,-75.59655,42.921241
OH,3/6/2021,123.0,10.0,-82.70936,40.415534
WA,3/6/2021,35.0,0.0,-120.592492,47.411715
CA,3/5/2021,431.0,14.0,-119.662127,37.211164
FL,3/5/2021,524.0,9.0,-82.420978,28.260731
GA,3/5/2021,262.0,13.0,-83.426574,32.638481
LA,3/5/2021,74.0,3.0,-91.840238,30.921314
MD,3/5/2021,91.0,1.0,-76.687282,38.946466
NY,3/5/2021,544.0,9.0,-75.59655,42.921241
OH,3/5/2021,140.0,10.0,-82.70936,40.415534
WA,3/5/2021,30.0,0.0,-120.592492,47.411715
CA,3/4/2021,435.0,20.0,-119.662127,37.211164
FL,3/4/2021,548.0,12.0,-82.420978,28.260731
GA,3/4/2021,260.0,13.0,-83.426574,32.638481
LA,3/4/2021,65.0,3.0,-91.840238,30.921314
MD,3/4/2021,103.0,2.0,-76.687282,38.946466
NY,3/4/2021,562.0,9.0,-75.59655,42.921241
OH,3/4/2021,173.0,8.0,-82.70936,40.415534
WA,3/4/2021,33.0,1.0,-120.592492,47.411715
CA,3/3/2021,503.0,13.0,-119.662127,37.211164
FL,3/3/2021,592.0,8.0,-82.420978,28.260731
GA,3/3/2021,201.0,0.0,-83.426574,32.638481
LA,3/3/2021,58.0,1.0,-91.840238,30.921314
MD,3/3/2021,103.0,2.0,-76.687282,38.946466
NY,3/3/2021,578.0,9.0,-75.59655,42.921241
OH,3/3/2021,184.0,7.0,-82.70936,40.415534
WA,3/3/2021,61.0,1.0,-120.592492,47.411715
CA,3/2/2021,447.0,10.0,-119.662127,37.211164
FL,3/2/2021,588.0,16.0,-82.420978,28.260731
GA,3/2/2021,169.0,1.0,-83.426574,32.638481
LA,3/2/2021,66.0,11.0,-91.840238,30.921314
MD,3/2/2021,93.0,1.0,-76.687282,38.946466
NY,3/2/2021,612.0,8.0,-75.59655,42.921241
OH,3/2/2021,172.0,8.0,-82.70936,40.415534
WA,3/2/2021,49.0,0.0,-120.592492,47.411715
CA,3/1/2021,383.0,8.0,-119.662127,37.211164
FL,3/1/2021,485.0,12.0,-82.420978,28.260731
GA,3/1/2021,142.0,0.0,-83.426574,32.638481
LA,3/1/2021,61.0,11.0,-91.840238,30.921314
MD,3/1/2021,83.0,3.0,-76.687282,38.946466
NY,3/1/2021,469.0,11.0,-75.59655,42.921241
OH,3/1/2021,152.0,6.0,-82.70936,40.415534
WA,3/1/2021,36.0,0.0,-120.592492,47.411715
CA,2/28/2021,433.0,4.0,-119.662127,37.211164
FL,2/28/2021,517.0,16.0,-82.420978,28.260731
GA,2/28/2021,238.0,11.0,-83.426574,32.638481
LA,2/28/2021,74.0,2.0,-91.840238,30.921314
MD,2/28/2021,88.0,0.0,-76.687282,38.946466
NY,2/28/2021,529.0,7.0,-75.59655,42.921241
OH,2/28/2021,138.0,5.0,-82.70936,40.415534
WA,2/28/2021,26.0,0.0,-120.592492,47.411715
CA,2/27/2021,510.0,9.0,-119.662127,37.211164
FL,2/27/2021,559.0,17.0,-82.420978,28.260731
GA,2/27/2021,271.0,10.0,-83.426574,32.638481
LA,2/27/2021,84.0,2.0,-91.840238,30.921314
MD,2/27/2021,103.0,4.0,-76.687282,38.946466
NY,2/27/2021,585.0,13.0,-75.59655,42.921241
OH,2/27/2021,190.0,6.0,-82.70936,40.415534
WA,2/27/2021,42.0,1.0,-120.592492,47.411715
CA,2/26/2021,486.0,21.0,-119.662127,37.211164
FL,2/26/2021,571.0,21.0,-82.420978,28.260731
GA,2/26/2021,285.0,11.0,-83.426574,32.638481
LA,2/26/2021,80.0,2.0,-91.840238,30.921314
MD,2/26/2021,98.0,0.0,-76.687282,38.946466
NY,2/26/2021,585.0,11.0,-75.59655,42.921241
OH,2/26/2021,191.0,3.0,-82.70936,40.415534
WA,2/26/2021,43.0,0.0,-120.592492,47.411715
CA,2/25/2021,534.0,17.0,-119.662127,37.211164
FL,2/25/2021,570.0,16.0,-82.420978,28.260731
GA,2/25/2021,281.0,11.0,-83.426574,32.638481
LA,2/25/2021,86.0,2.0,-91.840238,30.921314
MD,2/25/2021,124.0,1.0,-76.687282,38.946466
NY,2/25/2021,671.0,7.0,-75.59655,42.921241
OH,2/25/2021,167.0,8.0,-82.70936,40.415534
WA,2/25/2021,51.0,0.0,-120.592492,47.411715
CA,2/24/2021,582.0,13.0,-119.662127,37.211164
FL,2/24/2021,700.0,20.0,-82.420978,28.260731
GA,2/24/2021,283.0,11.0,-83.426574,32.638481
LA,2/24/2021,87.0,2.0,-91.840238,30.921314
MD,2/24/2021,103.0,0.0,-76.687282,38.946466
NY,2/24/2021,631.0,8.0,-75.59655,42.921241
OH,2/24/2021,186.0,3.0,-82.70936,40.415534
WA,2/24/2021,45.0,1.0,-120.592492,47.411715
CA,2/23/2021,628.0,16.0,-119.662127,37.211164
FL,2/23/2021,679.0,10.0,-82.420978,28.260731
GA,2/23/2021,315.0,22.0,-83.426574,32.638481
LA,2/23/2021,78.0,1.0,-91.840238,30.921314
MD,2/23/2021,102.0,0.0,-76.687282,38.946466
NY,2/23/2021,598.0,13.0,-75.59655,42.921241
OH,2/23/2021,199.0,3.0,-82.70936,40.415534
WA,2/23/2021,43.0,0.0,-120.592492,47.411715
CA,2/22/2021,460.0,16.0,-119.662127,37.211164
FL,2/22/2021,512.0,8.0,-82.420978,28.260731
GA,2/22/2021,233.0,21.0,-83.426574,32.638481
LA,2/22/2021,58.0,1.0,-91.840238,30.921314
MD,2/22/2021,80.0,1.0,-76.687282,38.946466
NY,2/22/2021,563.0,13.0,-75.59655,42.921241
OH,2/22/2021,174.0,3.0,-82.70936,40.415534
WA,2/22/2021,50.0,0.0,-120.592492,47.411715
CA,2/21/2021,549.0,16.0,-119.662127,37.211164
FL,2/21/2021,526.0,4.0,-82.420978,28.260731
GA,2/21/2021,262.0,18.0,-83.426574,32.638481
LA,2/21/2021,61.0,4.0,-91.840238,30.921314
MD,2/21/2021,85.0,1.0,-76.687282,38.946466
NY,2/21/2021,525.0,5.0,-75.59655,42.921241
OH,2/21/2021,159.0,1.0,-82.70936,40.415534
WA,2/21/2021,39.0,1.0,-120.592492,47.411715
CA,2/20/2021,642.0,20.0,-119.662127,37.211164
FL,2/20/2021,650.0,11.0,-82.420978,28.260731
GA,2/20/2021,311.0,17.0,-83.426574,32.638481
LA,2/20/2021,89.0,5.0,-91.840238,30.921314
MD,2/20/2021,105.0,1.0,-76.687282,38.946466
NY,2/20/2021,573.0,9.0,-75.59655,42.921241
OH,2/20/2021,186.0,5.0,-82.70936,40.415534
WA,2/20/2021,34.0,1.0,-120.592492,47.411715
CA,2/19/2021,646.0,13.0,-119.662127,37.211164
FL,2/19/2021,689.0,13.0,-82.420978,28.260731
GA,2/19/2021,336.0,17.0,-83.426574,32.638481
LA,2/19/2021,80.0,3.0,-91.840238,30.921314
MD,2/19/2021,111.0,0.0,-76.687282,38.946466
NY,2/19/2021,543.0,13.0,-75.59655,42.921241
OH,2/19/2021,232.0,4.0,-82.70936,40.415534
WA,2/19/2021,52.0,1.0,-120.592492,47.411715
CA,2/18/2021,694.0,16.0,-119.662127,37.211164
FL,2/18/2021,682.0,16.0,-82.420978,28.260731
GA,2/18/2021,330.0,17.0,-83.426574,32.638481
LA,2/18/2021,79.0,22.0,-91.840238,30.921314
MD,2/18/2021,128.0,1.0,-76.687282,38.946466
NY,2/18/2021,604.0,9.0,-75.59655,42.921241
OH,2/18/2021,232.0,6.0,-82.70936,40.415534
WA,2/18/2021,42.0,3.0,-120.592492,47.411715
CA,2/17/2021,742.0,19.0,-119.662127,37.211164
FL,2/17/2021,754.0,13.0,-82.420978,28.260731
GA,2/17/2021,378.0,23.0,-83.426574,32.638481
LA,2/17/2021,73.0,22.0,-91.840238,30.921314
MD,2/17/2021,110.0,0.0,-76.687282,38.946466
NY,2/17/2021,673.0,6.0,-75.59655,42.921241
OH,2/17/2021,188.0,3.0,-82.70936,40.415534
WA,2/17/2021,68.0,0.0,-120.592492,47.411715
CA,2/16/2021,700.0,14.0,-119.662127,37.211164
FL,2/16/2021,754.0,14.0,-82.420978,28.260731
GA,2/16/2021,335.0,23.0,-83.426574,32.638481
LA,2/16/2021,67.0,1.0,-91.840238,30.921314
MD,2/16/2021,123.0,1.0,-76.687282,38.946466
NY,2/16/2021,632.0,3.0,-75.59655,42.921241
OH,2/16/2021,222.0,5.0,-82.70936,40.415534
WA,2/16/2021,72.0,0.0,-120.592492,47.411715
CA,2/15/2021,623.0,19.0,-119.662127,37.211164
FL,2/15/2021,556.0,14.0,-82.420978,28.260731
GA,2/15/2021,284.0,22.0,-83.426574,32.638481
LA,2/15/2021,64.0,1.0,-91.840238,30.921314
MD,2/15/2021,90.0,0.0,-76.687282,38.946466
NY,2/15/2021,547.0,10.0,-75.59655,42.921241
OH,2/15/2021,181.0,2.0,-82.70936,40.415534
WA,2/15/2021,63.0,1.0,-120.592492,47.411715
CA,2/14/2021,724.0,9.0,-119.662127,37.211164
FL,2/14/2021,588.0,12.0,-82.420978,28.260731
GA,2/14/2021,308.0,17.0,-83.426574,32.638481
LA,2/14/2021,83.0,2.0,-91.840238,30.921314
MD,2/14/2021,109.0,0.0,-76.687282,38.946466
NY,2/14/2021,568.0,8.0,-75.59655,42.921241
OH,2/14/2021,203.0,4.0,-82.70936,40.415534
WA,2/14/2021,40.0,0.0,-120.592492,47.411715
CA,2/13/2021,828.0,24.0,-119.662127,37.211164
FL,2/13/2021,666.0,16.0,-82.420978,28.260731
GA,2/13/2021,421.0,11.0,-83.426574,32.638481
LA,2/13/2021,82.0,4.0,-91.840238,30.921314
MD,2/13/2021,114.0,2.0,-76.687282,38.946466
NY,2/13/2021,657.0,9.0,-75.59655,42.921241
OH,2/13/2021,237.0,13.0,-82.70936,40.415534
WA,2/13/2021,61.0,0.0,-120.592492,47.411715
CA,2/12/2021,849.0,28.0,-119.662127,37.211164
FL,2/12/2021,790.0,14.0,-82.420978,28.260731
GA,2/12/2021,394.0,13.0,-83.426574,32.638481
LA,2/12/2021,108.0,6.0,-91.840238,30.921314
MD,2/12/2021,120.0,2.0,-76.687282,38.946466
NY,2/12/2021,682.0,13.0,-75.59655,42.921241
OH,2/12/2021,246.0,6.0,-82.70936,40.415534
WA,2/12/2021,54.0,0.0,-120.592492,47.411715
CA,2/11/2021,923.0,18.0,-119.662127,37.211164
FL,2/11/2021,752.0,11.0,-82.420978,28.260731
GA,2/11/2021,399.0,13.0,-83.426574,32.638481
LA,2/11/2021,102.0,3.0,-91.840238,30.921314
MD,2/11/2021,124.0,0.0,-76.687282,38.946466
NY,2/11/2021,688.0,15.0,-75.59655,42.921241
OH,2/11/2021,274.0,2.0,-82.70936,40.415534
WA,2/11/2021,67.0,0.0,-120.592492,47.411715
CA,2/10/2021,921.0,13.0,-119.662127,37.211164
FL,2/10/2021,719.0,10.0,-82.420978,28.260731
GA,2/10/2021,433.0,14.0,-83.426574,32.638481
LA,2/10/2021,139.0,2.0,-91.840238,30.921314
MD,2/10/2021,155.0,0.0,-76.687282,38.946466
NY,2/10/2021,793.0,12.0,-75.59655,42.921241
OH,2/10/2021,284.0,5.0,-82.70936,40.415534
WA,2/10/2021,50.0,0.0,-120.592492,47.411715
CA,2/9/2021,1020.0,25.0,-119.662127,37.211164
FL,2/9/2021,758.0,19.0,-82.420978,28.260731
GA,2/9/2021,428.0,14.0,-83.426574,32.638481
LA,2/9/2021,134.0,3.0,-91.840238,30.921314
MD,2/9/2021,138.0,0.0,-76.687282,38.946466
NY,2/9/2021,759.0,22.0,-75.59655,42.921241
OH,2/9/2021,288.0,12.0,-82.70936,40.415534
WA,2/9/2021,51.0,2.0,-120.592492,47.411715
CA,2/8/2021,834.0,17.0,-119.662127,37.211164
FL,2/8/2021,612.0,11.0,-82.420978,28.260731
GA,2/8/2021,368.0,16.0,-83.426574,32.638481
LA,2/8/2021,97.0,2.0,-91.840238,30.921314
MD,2/8/2021,103.0,0.0,-76.687282,38.946466
NY,2/8/2021,652.0,12.0,-75.59655,42.921241
OH,2/8/2021,251.0,2.0,-82.70936,40.415534
WA,2/8/2021,47.0,1.0,-120.592492,47.411715
CA,2/7/2021,940.0,22.0,-119.662127,37.211164
FL,2/7/2021,740.0,9.0,-82.420978,28.260731
GA,2/7/2021,381.0,20.0,-83.426574,32.638481
LA,2/7/2021,118.0,3.0,-91.840238,30.921314
MD,2/7/2021,151.0,2.0,-76.687282,38.946466
NY,2/7/2021,706.0,18.0,-75.59655,42.921241
OH,2/7/2021,248.0,5.0,-82.70936,40.415534
WA,2/7/2021,47.0,1.0,-120.592492,47.411715
CA,2/6/2021,1116.0,24.0,-119.662127,37.211164
FL,2/6/2021,862.0,13.0,-82.420978,28.260731
GA,2/6/2021,482.0,25.0,-83.426574,32.638481
LA,2/6/2021,120.0,3.0,-91.840238,30.921314
MD,2/6/2021,167.0,0.0,-76.687282,38.946466
NY,2/6/2021,804.0,13.0,-75.59655,42.921241
OH,2/6/2021,261.0,7.0,-82.70936,40.415534
WA,2/6/2021,70.0,1.0,-120.592492,47.411715
CA,2/5/2021,1135.0,27.0,-119.662127,37.211164
FL,2/5/2021,826.0,13.0,-82.420978,28.260731
GA,2/5/2021,433.0,22.0,-83.426574,32.638481
LA,2/5/2021,142.0,1.0,-91.840238,30.921314
MD,2/5/2021,192.0,0.0,-76.687282,38.946466
NY,2/5/2021,882.0,13.0,-75.59655,42.921241
OH,2/5/2021,289.0,8.0,-82.70936,40.415534
WA,2/5/2021,69.0,1.0,-120.592492,47.411715
CA,2/4/2021,1249.0,22.0,-119.662127,37.211164
FL,2/4/2021,779.0,12.0,-82.420978,28.260731
GA,2/4/2021,471.0,20.0,-83.426574,32.638481
LA,2/4/2021,147.0,3.0,-91.840238,30.921314
MD,2/4/2021,193.0,1.0,-76.687282,38.946466
NY,2/4/2021,954.0,8.0,-75.59655,42.921241
OH,2/4/2021,328.0,6.0,-82.70936,40.415534
WA,2/4/2021,68.0,0.0,-120.592492,47.411715
CA,2/3/2021,1305.0,15.0,-119.662127,37.211164
FL,2/3/2021,802.0,15.0,-82.420978,28.260731
GA,2/3/2021,510.0,20.0,-83.426574,32.638481
LA,2/3/2021,128.0,5.0,-91.840238,30.921314
MD,2/3/2021,187.0,0.0,-76.687282,38.946466
NY,2/3/2021,862.0,11.0,-75.59655,42.921241
OH,2/3/2021,318.0,5.0,-82.70936,40.415534
WA,2/3/2021,77.0,0.0,-120.592492,47.411715
CA,2/2/2021,1295.0,23.0,-119.662127,37.211164
FL,2/2/2021,885.0,21.0,-82.420978,28.260731
GA,2/2/2021,531.0,26.0,-83.426574,32.638481
LA,2/2/2021,160.0,6.0,-91.840238,30.921314
MD,2/2/2021,169.0,1.0,-76.687282,38.946466
NY,2/2/2021,644.0,9.0,-75.59655,42.921241
OH,2/2/2021,347.0,8.0,-82.70936,40.415534
WA,2/2/2021,76.0,0.0,-120.592492,47.411715
CA,2/1/2021,1128.0,24.0,-119.662127,37.211164
FL,2/1/2021,779.0,12.0,-82.420978,28.260731
GA,2/1/2021,430.0,19.0,-83.426574,32.638481
LA,2/1/2021,149.0,4.0,-91.840238,30.921314
MD,2/1/2021,145.0,0.0,-76.687282,38.946466
NY,2/1/2021,690.0,9.0,-75.59655,42.921241
OH,2/1/2021,316.0,6.0,-82.70936,40.415534
WA,2/1/2021,70.0,1.0,-120.592492,47.411715
CA,1/31/2021,1149.0,17.0,-119.662127,37.211164
FL,1/31/2021,787.0,9.0,-82.420978,28.260731
GA,1/31/2021,450.0,16.0,-83.426574,32.638481
LA,1/31/2021,131.0,2.0,-91.840238,30.921314
MD,1/31/2021,146.0,0.0,-76.687282,38.946466
NY,1/31/2021,680.0,13.0,-75.59655,42.921241
OH,1/31/2021,275.0,8.0,-82.70936,40.415534
WA,1/31/2021,66.0,2.0,-120.592492,47.411715
CA,1/30/2021,1436.0,14.0,-119.662127,37.211164
FL,1/30/2021,858.0,11.0,-82.420978,28.260731
GA,1/30/2021,499.0,19.0,-83.426574,32.638481
LA,1/30/2021,148.0,4.0,-91.840238,30.921314
MD,1/30/2021,197.0,2.0,-76.687282,38.946466
NY,1/30/2021,848.0,15.0,-75.59655,42.921241
OH,1/30/2021,323.0,8.0,-82.70936,40.415534
WA,1/30/2021,77.0,1.0,-120.592492,47.411715
CA,1/29/2021,1503.0,25.0,-119.662127,37.211164
FL,1/29/2021,850.0,19.0,-82.420978,28.260731
GA,1/29/2021,545.0,20.0,-83.426574,32.638481
LA,1/29/2021,159.0,4.0,-91.840238,30.921314
MD,1/29/2021,183.0,1.0,-76.687282,38.946466
NY,1/29/2021,816.0,13.0,-75.59655,42.921241
OH,1/29/2021,321.0,8.0,-82.70936,40.415534
WA,1/29/2021,81.0,3.0,-120.592492,47.411715
CA,1/28/2021,1555.0,20.0,-119.662127,37.211164
FL,1/28/2021,966.0,16.0,-82.420978,28.260731
GA,1/28/2021,582.0,22.0,-83.426574,32.638481
LA,1/28/2021,180.0,4.0,-91.840238,30.921314
MD,1/28/2021,220.0,1.0,-76.687282,38.946466
NY,1/28/2021,950.0,11.0,-75.59655,42.921241
OH,1/28/2021,368.0,7.0,-82.70936,40.415534
WA,1/28/2021,97.0,3.0,-120.592492,47.411715
CA,1/27/2021,1496.0,15.0,-119.662127,37.211164
FL,1/27/2021,985.0,37.0,-82.420978,28.260731
GA,1/27/2021,667.0,23.0,-83.426574,32.638481
LA,1/27/2021,199.0,2.0,-91.840238,30.921314
MD,1/27/2021,220.0,5.0,-76.687282,38.946466
NY,1/27/2021,887.0,6.0,-75.59655,42.921241
OH,1/27/2021,471.0,10.0,-82.70936,40.415534
WA,1/27/2021,84.0,3.0,-120.592492,47.411715
CA,1/26/2021,1605.0,26.0,-119.662127,37.211164
FL,1/26/2021,1029.0,35.0,-82.420978,28.260731
GA,1/26/2021,674.0,17.0,-83.426574,32.638481
LA,1/26/2021,175.0,2.0,-91.840238,30.921314
MD,1/26/2021,183.0,4.0,-76.687282,38.946466
NY,1/26/2021,949.0,21.0,-75.59655,42.921241
OH,1/26/2021,429.0,6.0,-82.70936,40.415534
WA,1/26/2021,90.0,1.0,-120.592492,47.411715
CA,1/25/2021,1374.0,27.0,-119.662127,37.211164
FL,1/25/2021,843.0,34.0,-82.420978,28.260731
GA,1/25/2021,483.0,22.0,-83.426574,32.638481
LA,1/25/2021,165.0,2.0,-91.840238,30.921314
MD,1/25/2021,157.0,3.0,-76.687282,38.946466
NY,1/25/2021,758.0,20.0,-75.59655,42.921241
OH,1/25/2021,351.0,3.0,-82.70936,40.415534
WA,1/25/2021,70.0,0.0,-120.592492,47.411715
CA,1/24/2021,1504.0,28.0,-119.662127,37.211164
FL,1/24/2021,878.0,15.0,-82.420978,28.260731
GA,1/24/2021,594.0,23.0,-83.426574,32.638481
LA,1/24/2021,161.0,4.0,-91.840238,30.921314
MD,1/24/2021,184.0,1.0,-76.687282,38.946466
NY,1/24/2021,787.0,13.0,-75.59655,42.921241
OH,1/24/2021,332.0,4.0,-82.70936,40.415534
WA,1/24/2021,66.0,1.0,-120.592492,47.411715
CA,1/23/2021,1800.0,15.0,-119.662127,37.211164
FL,1/23/2021,1013.0,18.0,-82.420978,28.260731
GA,1/23/2021,641.0,18.0,-83.426574,32.638481
LA,1/23/2021,198.0,2.0,-91.840238,30.921314
MD,1/23/2021,205.0,2.0,-76.687282,38.946466
NY,1/23/2021,968.0,14.0,-75.59655,42.921241
OH,1/23/2021,395.0,8.0,-82.70936,40.415534
WA,1/23/2021,82.0,1.0,-120.592492,47.411715
CA,1/22/2021,1807.0,33.0,-119.662127,37.211164
FL,1/22/2021,1081.0,18.0,-82.420978,28.260731
GA,1/22/2021,729.0,24.0,-83.426574,32.638481
LA,1/22/2021,207.0,4.0,-91.840238,30.921314
MD,1/22/2021,217.0,0.0,-76.687282,38.946466
NY,1/22/2021,991.0,13.0,-75.59655,42.921241
OH,1/22/2021,417.0,12.0,-82.70936,40.415534
WA,1/22/2021,99.0,1.0,-120.592492,47.411715
CA,1/21/2021,1763.0,23.0,-119.662127,37.211164
FL,1/21/2021,1043.0,18.0,-82.420978,28.260731
GA,1/21/2021,760.0,18.0,-83.426574,32.638481
LA,1/21/2021,210.0,9.0,-91.840238,30.921314
MD,1/21/2021,205.0,2.0,-76.687282,38.946466
NY,1/21/2021,968.0,16.0,-75.59655,42.921241
OH,1/21/2021,448.0,9.0,-82.70936,40.415534
WA,1/21/2021,92.0,1.0,-120.592492,47.411715
CA,1/20/2021,1933.0,27.0,-119.662127,37.211164
FL,1/20/2021,1023.0,19.0,-82.420978,28.260731
GA,1/20/2021,760.0,22.0,-83.426574,32.638481
LA,1/20/2021,198.0,4.0,-91.840238,30.921314
MD,1/20/2021,220.0,0.0,-76.687282,38.946466
NY,1/20/2021,934.0,11.0,-75.59655,42.921241
OH,1/20/2021,455.0,7.0,-82.70936,40.415534
WA,1/20/2021,86.0,2.0,-120.592492,47.411715
CA,1/19/2021,1952.0,31.0,-119.662127,37.211164
FL,1/19/2021,1057.0,14.0,-82.420978,28.260731
GA,1/19/2021,698.0,24.0,-83.426574,32.638481
